property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
flat,bptp terra,sector 37d,1.45,8007.0,1811.0,Super Built up area 1811(168.25 sq.m.)Built Up area: 1711 sq.ft. (158.96 sq.m.)Carpet area: 1611 sq.ft. (149.67 sq.m.),3.0,3.0,3,8.0,South-East,Relatively New,1811.0,1711.0,1611.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,603.6666666666666
flat,shree vardhman flora,sector 90,0.75,5769.0,1300.0,Carpet area: 1300 (120.77 sq.m.),2.0,2.0,3,8.0,North-East,Undefined,,,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,650.0
flat,vatika independent floors,sector 82,1.45,8056.0,1800.0,Built Up area: 1800 (167.23 sq.m.),4.0,3.0,0,1.0,,Undefined,,1800.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,450.0
flat,signature global park,sohna road,0.53,6295.0,842.0,Carpet area: 845 (78.5 sq.m.),2.0,2.0,2,1.0,East,Relatively New,,,845.0,0.0,0.0,0.0,1.0,0.0,0.0,168.0,421.0
flat,mapsko royale ville,sector 82,1.12,8000.0,1400.0,Super Built up area 1790(166.3 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,4.0,2,6.0,North-West,Relatively New,1790.0,1500.0,1400.0,0.0,1.0,0.0,1.0,0.0,1.0,174.0,466.6666666666667
flat,aipl the peaceful homes,sector 70a,2.3,10698.0,2150.0,Super Built up area 2150(199.74 sq.m.),3.0,3.0,3,3.0,North-East,Relatively New,2150.0,,,0.0,0.0,1.0,0.0,0.0,1.0,124.0,716.6666666666666
flat,sare homes,sector 92,1.12,5359.0,2090.0,Carpet area: 2090 (194.17 sq.m.),4.0,4.0,2,12.0,North-West,Relatively New,,,2090.0,0.0,1.0,0.0,0.0,0.0,0.0,85.0,522.5
house,independent,sector 92,1.8,7627.0,2360.0,Built Up area: 2360 (219.25 sq.m.),4.0,5.0,0,13.0,,Undefined,,2360.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.0
flat,dlf regal gardens,sector 90,1.17,6709.0,1744.0,Super Built up area 1744(162.02 sq.m.)Built Up area: 1630 sq.ft. (151.43 sq.m.)Carpet area: 1290 sq.ft. (119.84 sq.m.),3.0,3.0,3,15.0,North,Relatively New,1744.0,1630.0,1290.0,0.0,0.0,0.0,0.0,0.0,1.0,136.0,581.3333333333334
flat,pyramid elite,sector 86,0.45,7840.0,574.0,Carpet area: 573.54 (53.28 sq.m.),2.0,2.0,1,12.0,,Under Construction,,,573.500592,0.0,0.0,0.0,0.0,0.0,0.0,30.0,287.0
flat,signature global city 63a,sector 63a,2.0,12804.0,1562.0,Built Up area: 1540 (143.07 sq.m.),3.0,3.0,2,1.0,North,Under Construction,,1540.0,,0.0,0.0,0.0,0.0,0.0,0.0,36.0,520.6666666666666
flat,rof ananda,sector 95,0.26,6842.0,380.0,Carpet area: 380 (35.3 sq.m.),1.0,1.0,1,8.0,North,New Property,,,380.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,380.0
house,vipul tatvam villa,sector 48,8.5,26235.0,3240.0,Plot area 360(301.01 sq.m.),4.0,6.0,3,3.0,North,Old Property,,3240.0,,0.0,1.0,0.0,1.0,1.0,0.0,49.0,810.0
flat,tulip violet,sector 69,1.68,8358.0,2010.0,Super Built up area 2010(186.74 sq.m.),4.0,4.0,2,2.0,North-West,Relatively New,2010.0,,,0.0,0.0,0.0,1.0,0.0,0.0,112.0,502.5
flat,signature global the millennia,sector 37d,0.65,10906.0,596.0,Super Built up area 650(60.39 sq.m.)Carpet area: 596 sq.ft. (55.37 sq.m.),2.0,2.0,3,0.0,,New Property,650.0,,596.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,298.0
flat,ambience creacions,sector 22,2.55,13710.0,1860.0,Super Built up area 1860(172.8 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,3.0,3,5.0,North-East,Relatively New,1860.0,1600.0,1400.0,0.0,0.0,0.0,0.0,0.0,2.0,49.0,620.0
house,independent,sector 25,13.5,19286.0,7000.0,Built Up area: 7000 (650.32 sq.m.),9.0,9.0,0,1.0,East,Relatively New,,7000.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,777.7777777777778
flat,tulip violet,sector 69,1.7,8445.0,2013.0,Super Built up area 2010(186.74 sq.m.),4.0,4.0,2,7.0,West,Relatively New,2010.0,,,0.0,0.0,0.0,0.0,0.0,0.0,128.0,503.25
flat,mvn athens,sohna road,0.27,5895.0,458.0,Carpet area: 457.81 (42.53 sq.m.),2.0,2.0,1,4.0,South-East,Relatively New,,,457.788667,0.0,0.0,0.0,0.0,1.0,1.0,35.0,229.0
flat,parkwood westend,sector 92,0.7,5204.0,1345.0,Super Built up area 1345(124.95 sq.m.),2.0,2.0,3,5.0,,Under Construction,1345.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,672.5
flat,dlf the primus,sector 82a,2.55,11219.0,2273.0,Super Built up area 2273(211.17 sq.m.)Carpet area: 1340 sq.ft. (124.49 sq.m.),4.0,4.0,3+,14.0,South-West,Relatively New,2273.0,,1340.0,0.0,0.0,0.0,0.0,0.0,2.0,44.0,568.25
house,independent,sector 38,3.5,20325.0,1722.0,Plot area 160,3.0,2.0,2,1.0,East,Moderately Old,,1712.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,574.0
house,independent,sector 4,0.7,6648.0,1053.0,Built Up area: 117 (97.83 sq.m.),3.0,3.0,0,1.0,,Undefined,,117.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.0
house,grover homes sec 4,sector 4,4.75,9374.0,5067.0,Plot area 563(470.74 sq.m.),5.0,5.0,1,1.0,South-East,Old Property,,5067.0,,1.0,1.0,0.0,1.0,0.0,1.0,35.0,1013.4
house,independent,sector 24,11.0,28902.0,3806.0,Plot area 3806.45(353.63 sq.m.)Built Up area: 5000 sq.ft. (464.52 sq.m.),8.0,11.0,3+,3.0,East,Old Property,,5000.0,,1.0,1.0,0.0,1.0,1.0,1.0,39.0,475.75
flat,signature global city,sector 37d,1.0,8163.0,1225.0,Built Up area: 1250 (116.13 sq.m.)Carpet area: 915 sq.ft. (85.01 sq.m.),3.0,3.0,3,4.0,South-East,Under Construction,,1250.0,915.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,408.3333333333333
flat,gls arawali homes,sohna road,0.3,5291.0,567.0,Built Up area: 567 (52.68 sq.m.),2.0,2.0,0,10.0,,Undefined,,567.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.5
flat,indiabulls centrum park,sector 103,1.32,7788.0,1695.0,Super Built up area 1695(157.47 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3.0,3.0,3+,6.0,North-East,Relatively New,1695.0,1300.0,1200.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,565.0
flat,sare crescent parc,sector 92,0.9,4259.0,2113.0,Super Built up area 1995(185.34 sq.m.),4.0,5.0,3+,3.0,,Relatively New,1995.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,528.25
flat,bestech park view ananda,sector 81,1.15,6928.0,1660.0,Super Built up area 1660(154.22 sq.m.)Carpet area: 1282 sq.ft. (119.1 sq.m.),3.0,2.0,3+,6.0,South,Relatively New,1660.0,,1282.0,1.0,0.0,0.0,0.0,0.0,1.0,104.0,553.3333333333334
flat,m3m merlin,sector 67,3.32,14080.0,2358.0,Super Built up area 2358(219.07 sq.m.)Carpet area: 1709 sq.ft. (158.77 sq.m.),3.0,4.0,3,8.0,North-West,New Property,2358.0,,1709.0,0.0,1.0,0.0,0.0,0.0,1.0,174.0,786.0
house,unitech uniworld resorts,sector 33,11.5,24573.0,4680.0,Plot area 520(434.79 sq.m.),5.0,6.0,3+,4.0,East,Relatively New,,4680.0,,0.0,1.0,0.0,0.0,0.0,0.0,84.0,936.0
house,international city by sobha phase 2,sector 109,8.75,24306.0,3600.0,Plot area 400(334.45 sq.m.),5.0,5.0,3+,3.0,North-East,New Property,,3600.0,,1.0,1.0,1.0,1.0,0.0,1.0,153.0,720.0
flat,mapsko mount ville,sector 79,1.25,8389.0,1490.0,Super Built up area 1490(138.43 sq.m.)Built Up area: 1058 sq.ft. (98.29 sq.m.)Carpet area: 863.91 sq.ft. (80.26 sq.m.),3.0,3.0,3,18.0,South,Relatively New,1490.0,1058.0,863.91,1.0,0.0,0.0,0.0,0.0,1.0,102.0,496.6666666666667
flat,m3m golfestate,sector 65,7.0,18182.0,3850.0,Carpet area: 3850 (357.68 sq.m.),3.0,3.0,2,12.0,North,Moderately Old,,,3850.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,1283.3333333333333
flat,assotech blith,sector 99,0.82,6007.0,1365.0,Built Up area: 1365 (126.81 sq.m.),2.0,2.0,3,0.0,,Undefined,,1365.0,,0.0,0.0,0.0,0.0,0.0,0.0,51.0,682.5
flat,assotech blith,sector 99,0.92,6740.0,1365.0,Super Built up area 1365(126.81 sq.m.),2.0,2.0,3+,22.0,,Under Construction,1365.0,,,0.0,0.0,0.0,0.0,0.0,0.0,56.0,682.5
house,independent,sector 26,16.0,35556.0,4500.0,Plot area 500(418.06 sq.m.),5.0,6.0,3,2.0,North-East,Old Property,,4500.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0
flat,bptp terra,sector 37d,1.8,8215.0,2191.0,Super Built up area 2191(203.55 sq.m.)Carpet area: 1860 sq.ft. (172.8 sq.m.),4.0,3.0,3,18.0,North-West,Relatively New,2191.0,,1860.0,1.0,1.0,0.0,1.0,0.0,0.0,49.0,547.75
flat,ansal height 86,sector 86,0.8,5882.0,1360.0,Built Up area: 1360 (126.35 sq.m.),2.0,2.0,0,1.0,,Undefined,,1360.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,680.0
house,independent,sector 9,0.6,10753.0,558.0,Plot area 62(51.84 sq.m.),3.0,3.0,1,2.0,,Relatively New,,558.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0
house,independent,sector 43,27.5,24366.0,11286.0,Plot area 1254(1048.5 sq.m.),6.0,7.0,3+,3.0,North-East,Relatively New,,11286.0,,1.0,1.0,0.0,1.0,1.0,1.0,42.0,1881.0
flat,smart world gems,sector 89,1.1,9973.0,1103.0,Carpet area: 1103 (102.47 sq.m.),2.0,2.0,2,3.0,,New Property,,,1103.0,0.0,0.0,1.0,0.0,0.0,0.0,77.0,551.5
flat,shapoorji pallonji joyville gurugram,sector 102,1.6,11696.0,1368.0,Built Up area: 1368 (127.09 sq.m.),2.0,2.0,3,14.0,,Moderately Old,,1368.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,684.0
house,independent,sector 26,7.0,39260.0,1783.0,Plot area 1782.72(165.62 sq.m.),5.0,5.0,2,3.0,North-East,Relatively New,,1782.72,,0.0,1.0,0.0,0.0,0.0,0.0,9.0,356.6
flat,microtek greenburg,sector 86,1.3,15294.0,850.0,Carpet area: 850 (78.97 sq.m.),2.0,3.0,3,5.0,North-East,Relatively New,,,850.0,1.0,0.0,0.0,0.0,0.0,1.0,45.0,425.0
flat,bestech park view residency,sector 2,1.59,8281.0,1920.0,Super Built up area 1920(178.37 sq.m.),3.0,4.0,3+,11.0,North-West,Moderately Old,1920.0,,,0.0,1.0,0.0,0.0,0.0,0.0,100.0,640.0
flat,godrej nature plus,sector 33,1.08,13123.0,823.0,Carpet area: 76.44,2.0,2.0,3,8.0,,Under Construction,,,76.44,0.0,0.0,0.0,0.0,0.0,0.0,56.0,411.5
flat,adani brahma samsara vilasa,sector 63,3.25,29545.0,1100.0,Built Up area: 2700 (250.84 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3.0,3.0,3,4.0,North-East,New Property,,2700.0,1100.0,0.0,0.0,0.0,0.0,1.0,0.0,41.0,366.6666666666667
house,independent,sector 3,0.9,8929.0,1008.0,Built Up area: 112 (10.41 sq.m.),3.0,3.0,0,2.0,,Undefined,,112.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0
flat,godrej oasis,sector 88a,1.15,9854.0,1167.0,Carpet area: 108.4,2.0,2.0,1,12.0,,New Property,,,108.4,1.0,0.0,0.0,0.0,0.0,0.0,79.0,583.5
flat,smart world orchard,sector 61,1.47,12783.0,1150.0,Carpet area: 1150 (106.84 sq.m.),2.0,2.0,2,4.0,East,Under Construction,,,1150.0,1.0,0.0,0.0,0.0,0.0,0.0,31.0,575.0
flat,bestech park view grand spa,sector 81,2.2,8271.0,2660.0,Super Built up area 2660(247.12 sq.m.)Carpet area: 2300 sq.ft. (213.68 sq.m.),3.0,4.0,3+,8.0,East,Relatively New,2660.0,,2300.0,0.0,1.0,0.0,0.0,0.0,1.0,165.0,886.6666666666666
flat,godrej nature plus,sector 33,1.31,15976.0,820.0,Carpet area: 76.44,2.0,2.0,2,4.0,,Under Construction,,,76.44,0.0,0.0,0.0,0.0,0.0,0.0,92.0,410.0
flat,satya the hermitage,sector 103,0.89,6138.0,1450.0,Super Built up area 1450(134.71 sq.m.)Carpet area: 1081 sq.ft. (100.43 sq.m.),2.0,3.0,3,1.0,,Relatively New,1450.0,,1081.0,0.0,1.0,0.0,0.0,0.0,1.0,75.0,725.0
house,dlf city plots phase 3,sector 24,1.44,2963.0,4860.0,Plot area 60(50.17 sq.m.),4.0,2.0,2,1.0,,Old Property,,540.0,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1215.0
house,independent,sector 108,1.34,5000.0,2680.0,Built Up area: 2680 (248.98 sq.m.),1.0,1.0,0,1.0,,Undefined,,2680.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2680.0
house,independent,sector 7,0.53,5889.0,900.0,Built Up area: 900 (83.61 sq.m.),2.0,2.0,0,1.0,,Undefined,,900.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0
flat,conscient heritage max,sector 102,1.82,9010.0,2020.0,Super Built up area 1942(180.42 sq.m.),3.0,4.0,3+,12.0,North-East,Relatively New,1942.0,,,0.0,1.0,0.0,0.0,0.0,0.0,101.0,673.3333333333334
flat,supertech hues,sector 68,0.8,6780.0,1180.0,Built Up area: 1180 (109.63 sq.m.),2.0,2.0,3+,14.0,,New Property,,1180.0,,0.0,0.0,0.0,0.0,0.0,1.0,26.0,590.0
flat,guru gram haryana cghs,sector 56,1.39,8424.0,1650.0,Super Built up area 1850(171.87 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),3.0,2.0,3,6.0,South,Old Property,1850.0,1750.0,1650.0,0.0,1.0,0.0,1.0,0.0,1.0,89.0,550.0
flat,unitech fresco,sector 50,1.88,10479.0,1794.0,Super Built up area 1794(166.67 sq.m.)Built Up area: 1790 sq.ft. (166.3 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3.0,3.0,3+,14.0,North,Moderately Old,1794.0,1790.0,1450.0,0.0,0.0,0.0,0.0,1.0,1.0,174.0,598.0
flat,m3m heights,sector 65,2.79,14170.0,1969.0,Super Built up area 1828(169.83 sq.m.),3.0,3.0,3,26.0,East,New Property,1828.0,,,0.0,0.0,0.0,0.0,0.0,0.0,15.0,656.3333333333334
flat,smart world orchard,sector 61,2.5,16139.0,1549.0,Built Up area: 1549 (143.91 sq.m.),3.0,3.0,1,1.0,East,Undefined,,1549.0,,0.0,0.0,0.0,0.0,0.0,0.0,61.0,516.3333333333334
flat,cghs hewo apartments,sector 31,1.25,11574.0,1080.0,Carpet area: 1080 (100.34 sq.m.),2.0,2.0,2,2.0,,Old Property,,,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,540.0
flat,signature global solera,sector 107,0.37,6752.0,548.0,Super Built up area 548(50.91 sq.m.),2.0,2.0,1,10.0,South,Relatively New,548.0,,,0.0,0.0,0.0,0.0,0.0,0.0,73.0,274.0
flat,breeze global heights,sector 33,0.4,6421.0,623.0,Built Up area: 623 (57.88 sq.m.)Carpet area: 599 sq.ft. (55.65 sq.m.),2.0,2.0,2,4.0,,Undefined,,623.0,599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.5
flat,hsiidc sidco aravali,manesar,0.9,3478.0,2588.0,Super Built up area 2588(240.43 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.),3.0,3.0,3,2.0,,Old Property,2588.0,1900.0,,0.0,1.0,0.0,0.0,0.0,2.0,21.0,862.6666666666666
flat,dlf regency park,sector 28,2.35,13225.0,1777.0,Super Built up area 1777(165.09 sq.m.),3.0,3.0,2,18.0,North-East,Old Property,1777.0,,,0.0,1.0,0.0,0.0,0.0,0.0,120.0,592.3333333333334
house,dlf city plots,sector 26,17.3,38737.0,4466.0,Plot area 502(419.74 sq.m.),6.0,7.0,3+,3.0,North,New Property,,4518.0,,1.0,1.0,1.0,1.0,0.0,1.0,124.0,744.3333333333334
house,dlf city plots phase 2,sector 25,6.5,36111.0,1800.0,Plot area 200(167.23 sq.m.),5.0,5.0,3+,3.0,East,Old Property,,1800.0,,1.0,1.0,1.0,1.0,0.0,1.0,134.0,360.0
flat,ansal maple heights,sector 43,1.5,12658.0,1185.0,Super Built up area 1400(130.06 sq.m.)Built Up area: 1385 sq.ft. (128.67 sq.m.)Carpet area: 1185 sq.ft. (110.09 sq.m.),3.0,3.0,3+,7.0,North-East,Old Property,1400.0,1385.0,1185.0,0.0,0.0,1.0,0.0,0.0,1.0,174.0,395.0
flat,orris aster court premier,sector 85,1.73,6758.0,2560.0,Super Built up area 2560(237.83 sq.m.)Built Up area: 2017 sq.ft. (187.39 sq.m.),4.0,5.0,3+,8.0,East,Relatively New,2560.0,2017.0,,0.0,1.0,0.0,0.0,0.0,0.0,16.0,640.0
flat,tata primanti,sector 72,5.0,11364.0,4400.0,Super Built up area 4400(408.77 sq.m.)Built Up area: 4000 sq.ft. (371.61 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),4.0,4.0,3+,2.0,North-East,New Property,4400.0,4000.0,3500.0,1.0,1.0,1.0,0.0,0.0,1.0,174.0,1100.0
flat,tulip violet,sector 69,1.7,8458.0,2010.0,Super Built up area 2010(186.74 sq.m.)Carpet area: 1610 sq.ft. (149.57 sq.m.),4.0,4.0,2,10.0,South-West,Relatively New,2010.0,,1610.0,1.0,1.0,1.0,1.0,0.0,0.0,174.0,502.5
flat,smart world orchard,sector 61,2.57,15767.0,1630.0,Carpet area: 1630 (151.43 sq.m.),3.0,3.0,2,3.0,North-East,Under Construction,,,1630.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,543.3333333333334
flat,ss the leaf,sector 85,2.2,5641.0,3900.0,Super Built up area 3950(366.97 sq.m.)Built Up area: 3920 sq.ft. (364.18 sq.m.)Carpet area: 3900 sq.ft. (362.32 sq.m.),4.0,6.0,3,10.0,North-West,Relatively New,3950.0,3920.0,3900.0,0.0,1.0,0.0,0.0,0.0,0.0,174.0,975.0
flat,dlf new town heights,sector 86,1.55,6579.0,2356.0,Super Built up area 2356(218.88 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),4.0,4.0,3+,12.0,North-East,Moderately Old,2356.0,,1750.0,0.0,1.0,0.0,1.0,0.0,1.0,120.0,589.0
flat,sidhartha ncr one phase,sector 95,0.6,4800.0,1250.0,Built Up area: 1250 (116.13 sq.m.),2.0,2.0,3,10.0,North-East,Undefined,,1250.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625.0
flat,aipl the peaceful homes,sector 70a,2.55,11860.0,2150.0,Super Built up area 2150(199.74 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.),3.0,3.0,3,20.0,North-East,New Property,2150.0,2000.0,,0.0,1.0,0.0,1.0,1.0,1.0,150.0,716.6666666666666
flat,deepak minda,manesar,1.25,4715.0,2651.0,Carpet area: 2650 (246.19 sq.m.),3.0,3.0,3+,6.0,,Moderately Old,,,2650.0,0.0,1.0,0.0,0.0,0.0,0.0,44.0,883.6666666666666
flat,hero homes,sector 104,1.35,9568.0,1411.0,Super Built up area 1359(126.26 sq.m.)Carpet area: 861.97 sq.ft. (80.08 sq.m.),3.0,2.0,2,18.0,East,New Property,1359.0,,861.97,0.0,0.0,0.0,0.0,0.0,0.0,49.0,470.3333333333333
flat,apna enclave,sector 3,0.58,6105.0,950.0,Super Built up area 950(88.26 sq.m.)Built Up area: 900 sq.ft. (83.61 sq.m.)Carpet area: 744 sq.ft. (69.12 sq.m.),2.0,2.0,2,2.0,North-East,Old Property,950.0,900.0,744.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,475.0
flat,elan mercado,sector 80,0.85,12409.0,685.0,Carpet area: 685 (63.64 sq.m.),1.0,1.0,1,15.0,,Relatively New,,,685.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,685.0
flat,ambience creacions,sector 22,3.5,19444.0,1800.0,Carpet area: 1800 (167.23 sq.m.),3.0,4.0,3+,8.0,East,New Property,,,1800.0,0.0,1.0,0.0,0.0,0.0,1.0,57.0,600.0
flat,parsvnath green ville,sector 48,1.42,8606.0,1650.0,Super Built up area 1650(153.29 sq.m.),3.0,3.0,3,1.0,North-West,Moderately Old,1650.0,,,0.0,0.0,1.0,0.0,0.0,2.0,174.0,550.0
flat,tata primanti,sector 72,3.5,11427.0,3063.0,Built Up area: 2625 (243.87 sq.m.),4.0,5.0,3+,10.0,West,Relatively New,,2625.0,,0.0,1.0,0.0,0.0,1.0,0.0,38.0,765.75
flat,godrej,sector 79,1.47,16261.0,904.0,Carpet area: 84.01,2.0,2.0,3,9.0,North-East,New Property,,,84.01,1.0,0.0,0.0,0.0,0.0,0.0,99.0,452.0
flat,eldeco accolade,sohna road,0.73,5775.0,1264.0,Super Built up area 1264(117.43 sq.m.)Carpet area: 730 sq.ft. (67.82 sq.m.),2.0,2.0,3,5.0,West,Relatively New,1264.0,,730.0,0.0,0.0,0.0,1.0,0.0,0.0,33.0,632.0
house,independent,sector 25,4.45,32963.0,1350.0,Plot area 150(125.42 sq.m.),4.0,3.0,3+,2.0,West,Moderately Old,,1350.0,,0.0,0.0,1.0,0.0,0.0,0.0,79.0,337.5
house,independent,sector 103,2.25,6367.0,3534.0,Built Up area: 3534 (328.32 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3.0,5.0,3+,10.0,South,Undefined,,3534.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1178.0
flat,tulip violet,sector 69,1.65,8871.0,1860.0,Built Up area: 1578 (146.6 sq.m.),3.0,3.0,2,1.0,,Relatively New,,1578.0,,0.0,0.0,0.0,0.0,0.0,1.0,69.0,620.0
house,madan puri,sector 7,0.75,12500.0,600.0,Plot area 600(55.74 sq.m.),3.0,5.0,3,3.0,South-East,Moderately Old,,600.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
flat,supertech araville,sector 79,0.78,6023.0,1295.0,Super Built up area 1295(120.31 sq.m.),2.0,2.0,3+,0.0,,New Property,1295.0,,,0.0,0.0,0.0,0.0,1.0,0.0,74.0,647.5
flat,woodstock floors,sector 50,1.05,10628.0,988.0,Carpet area: 988 (91.79 sq.m.),2.0,2.0,2,2.0,North,Moderately Old,,,988.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,494.0
flat,professors enclave cghs,sector 56,1.54,8324.0,1850.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1920 sq.ft. (178.37 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),3.0,3.0,2,6.0,South,Old Property,2000.0,1920.0,1850.0,0.0,1.0,0.0,1.0,0.0,1.0,104.0,616.6666666666666
flat,the close north,sector 50,2.35,11768.0,1997.0,Super Built up area 1997(185.53 sq.m.)Built Up area: 1950 sq.ft. (181.16 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),3.0,3.0,3+,8.0,North-East,Moderately Old,1997.0,1950.0,1850.0,0.0,0.0,0.0,0.0,0.0,1.0,165.0,665.6666666666666
flat,tulip violet,sector 69,1.85,9204.0,2010.0,Super Built up area 2010(186.74 sq.m.),4.0,4.0,2,14.0,North-East,Relatively New,2010.0,,,0.0,0.0,0.0,0.0,0.0,1.0,157.0,502.5
flat,pivotal devaan,sector 84,0.34,5832.0,583.0,Super Built up area 583(54.16 sq.m.)Carpet area: 484 sq.ft. (44.97 sq.m.),2.0,2.0,1,3.0,East,Relatively New,583.0,,484.0,0.0,0.0,1.0,0.0,0.0,0.0,75.0,291.5
flat,rof ananda,sector 95,0.25,6579.0,380.0,Super Built up area 380(35.3 sq.m.),1.0,1.0,1,4.0,,New Property,380.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.0
flat,cancon enclave,sector 4,1.05,7778.0,1350.0,Carpet area: 1350 (125.42 sq.m.),3.0,2.0,2,2.0,,New Property,,,1350.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,450.0
house,unitech espace,sector 50,11.29,34846.0,3240.0,Plot area 360(301.01 sq.m.),5.0,5.0,3+,2.0,,Moderately Old,,3240.0,,1.0,0.0,0.0,1.0,0.0,0.0,21.0,648.0
house,raj villas,sector 52,8.0,25543.0,3132.0,Carpet area: 348 (290.97 sq.m.),6.0,5.0,3+,4.0,East,Undefined,,,348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.0
flat,palam vihar society,sector 2,0.4,8602.0,465.0,Super Built up area 465(43.2 sq.m.)Built Up area: 450 sq.ft. (41.81 sq.m.)Carpet area: 425 sq.ft. (39.48 sq.m.),1.0,1.0,1,5.0,North,Moderately Old,465.0,450.0,425.0,0.0,0.0,0.0,0.0,0.0,1.0,39.0,465.0
flat,corona optus,sector 37,1.5,6361.0,2358.0,Super Built up area 2358(219.07 sq.m.),3.0,4.0,3+,14.0,North-East,New Property,2358.0,,,0.0,1.0,0.0,0.0,1.0,0.0,83.0,786.0
flat,paras dews,sector 106,1.5,6369.0,2355.0,Super Built up area 2355(218.79 sq.m.)Built Up area: 1535 sq.ft. (142.61 sq.m.)Carpet area: 1403 sq.ft. (130.34 sq.m.),4.0,6.0,3+,11.0,North-West,Relatively New,2355.0,1535.0,1403.0,0.0,1.0,0.0,0.0,0.0,0.0,174.0,588.75
house,independent,sector 5,3.5,14787.0,2367.0,Plot area 263(219.9 sq.m.),5.0,4.0,2,2.0,North,Old Property,,2367.0,,0.0,0.0,0.0,1.0,1.0,0.0,36.0,473.4
flat,surya vihar rwa,sector 21,1.3,6500.0,2000.0,Built Up area: 2400 (222.97 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),5.0,5.0,2,2.0,South-East,Old Property,,2400.0,2200.0,1.0,1.0,1.0,0.0,0.0,1.0,42.0,400.0
house,independent,sector 15,1.8,10000.0,1800.0,Plot area 200(167.23 sq.m.),4.0,3.0,1,1.0,North-East,Old Property,,1800.0,,0.0,0.0,0.0,0.0,0.0,0.0,16.0,450.0
flat,pareena coban residences,sector 99,1.23,6159.0,1997.0,Super Built up area 1997(185.53 sq.m.),3.0,5.0,3,5.0,North-East,Relatively New,1997.0,,,0.0,1.0,0.0,0.0,0.0,0.0,99.0,665.6666666666666
flat,sare green parc,sector 92,0.85,6741.0,1261.0,Built Up area: 1261 (117.15 sq.m.),3.0,2.0,2,14.0,,Undefined,,1261.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.3333333333333
