property_type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category
flat,sector 79,1.45,3.0,3.0,3,Relatively New,2161.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 50,6.95,3.0,3.0,1,Moderately Old,2160.0,1.0,0.0,0.0,High,Low Floor
flat,sector 113,1.55,2.0,2.0,3,New Property,1276.0,0.0,0.0,0.0,High,Low Floor
house,sector 2,6.0,5.0,6.0,3+,Old Property,2430.0,0.0,0.0,1.0,Low,Mid Floor
house,sector 26,12.5,4.0,5.0,2,Moderately Old,3240.0,1.0,0.0,1.0,Medium,Low Floor
flat,sector 99,0.3,2.0,1.0,2,New Property,511.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 67a,1.3,2.0,2.0,2,New Property,1296.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 36,0.82,3.0,2.0,3,New Property,1201.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 92,0.9,4.0,5.0,3+,Relatively New,1692.0,1.0,0.0,0.0,Medium,High Floor
house,sector 50,10.45,4.0,5.0,2,Moderately Old,4000.0,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 113,6.0,5.0,6.0,3+,Moderately Old,7294.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 90,1.9,4.0,4.0,3+,Relatively New,2468.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 9,1.25,4.0,3.0,3,Old Property,2007.0,1.0,0.0,0.0,Low,Low Floor
house,sector 9,1.25,3.0,6.0,3+,Old Property,1431.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 36,2.3,2.0,2.0,2,New Property,1479.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 33,1.39,3.0,2.0,3+,Under Construction,1333.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 43,6.0,4.0,4.0,3+,Old Property,2556.0,1.0,0.0,1.0,High,High Floor
flat,sector 37,1.44,3.0,3.0,3+,Relatively New,1789.0,1.0,0.0,0.0,Low,Low Floor
flat,sector 85,1.75,3.0,4.0,3,Relatively New,2179.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 81,0.48,2.0,2.0,1,Relatively New,547.0,0.0,0.0,1.0,Low,High Floor
house,sector 25,13.0,6.0,8.0,3+,Relatively New,2844.0,1.0,1.0,2.0,Low,Low Floor
flat,sector 79,1.28,3.0,3.0,3,Relatively New,1362.0,0.0,0.0,0.0,High,Mid Floor
flat,sector 37,0.95,2.0,2.0,3+,Relatively New,1179.0,0.0,1.0,1.0,Medium,High Floor
house,sector 82,7.5,5.0,5.0,3+,Relatively New,3240.0,1.0,0.0,1.0,Medium,Low Floor
house,sector 39,1.6,1.0,1.0,2,Old Property,892.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 67,2.7,4.0,4.0,3+,Moderately Old,2127.0,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 92,1.0,4.0,4.0,3,New Property,1828.0,0.0,0.0,0.0,Low,High Floor
flat,sector 83,1.42,4.0,4.0,3,Relatively New,2000.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 39,2.0,3.0,3.0,3+,Old Property,2400.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 102,2.5,3.0,4.0,3+,New Property,1945.0,1.0,0.0,1.0,Medium,High Floor
flat,sector 107,0.28,2.0,2.0,2,Relatively New,543.0,0.0,0.0,0.0,Low,High Floor
flat,sector 69,1.76,4.0,4.0,2,Relatively New,1819.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 83,1.8,3.0,3.0,3+,Relatively New,1719.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 65,2.65,3.0,3.0,3,Relatively New,1650.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 78,0.69,2.0,2.0,2,Moderately Old,1422.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 104,2.5,4.0,4.0,3+,New Property,2851.0,1.0,0.0,0.0,Low,High Floor
flat,sector 113,2.0,3.0,3.0,2,Under Construction,1507.0,0.0,0.0,0.0,Low,High Floor
flat,sector 37d,1.1,3.0,3.0,3,Relatively New,1700.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 89,1.42,3.0,3.0,2,New Property,1581.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 79,1.41,2.0,2.0,3,New Property,1747.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 89,1.16,3.0,2.0,3,New Property,998.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 102,1.9,3.0,3.0,3+,New Property,1700.0,0.0,0.0,0.0,High,High Floor
house,sector 45,10.0,6.0,6.0,3+,Moderately Old,3240.0,1.0,1.0,1.0,Medium,Mid Floor
flat,sector 103,1.2,2.0,2.0,3,Moderately Old,1288.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 33,9.55,6.0,7.0,3+,Relatively New,4950.0,1.0,1.0,1.0,Medium,Low Floor
flat,sector 86,0.43,2.0,2.0,1,New Property,557.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 37d,1.75,4.0,4.0,3,Relatively New,2100.0,0.0,0.0,1.0,Medium,Mid Floor
house,sector 4,3.3,3.0,3.0,2,Old Property,2250.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 109,1.7,3.0,3.0,3,Relatively New,1550.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 109,1.63,3.0,3.0,2,Relatively New,2303.0,1.0,0.0,0.0,High,Mid Floor
flat,sector 112,3.65,3.0,5.0,2,Relatively New,2800.0,1.0,0.0,0.0,Medium,Mid Floor
house,sector 7,2.25,5.0,3.0,0,Old Property,148.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 83,1.1,3.0,3.0,2,Relatively New,1588.0,0.0,1.0,1.0,High,Mid Floor
flat,sector 91,1.8,3.0,3.0,3+,Relatively New,2578.0,0.0,0.0,2.0,Low,Low Floor
flat,sector 61,1.6,2.0,2.0,2,Under Construction,1278.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 12,1.7,3.0,3.0,0,Old Property,200.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 12,1.15,3.0,4.0,2,Old Property,2000.0,1.0,0.0,0.0,Low,Low Floor
house,sector 23,5.1,3.0,2.0,0,Old Property,3078.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 85,1.22,2.0,2.0,3,Relatively New,1300.0,0.0,1.0,0.0,Medium,High Floor
house,sector 5,0.75,2.0,2.0,0,Relatively New,130.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 108,1.0,2.0,2.0,2,Relatively New,2060.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 81,0.48,2.0,2.0,1,Relatively New,613.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 2,0.8,3.0,2.0,3,Moderately Old,1440.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 48,5.0,7.0,7.0,3,Moderately Old,2340.0,0.0,0.0,1.0,Low,Low Floor
house,sector 7,3.0,7.0,7.0,0,Old Property,2610.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 90,1.75,4.0,4.0,3+,Relatively New,2005.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 107,0.8,2.0,2.0,3+,Relatively New,1236.0,0.0,0.0,1.0,High,Mid Floor
house,sector 43,3.35,1.0,1.0,0,Old Property,1242.0,0.0,0.0,0.0,Low,Low Floor
house,sector 2,0.35,2.0,2.0,0,New Property,600.0,0.0,0.0,0.0,Low,Low Floor
house,sector 24,1.45,3.0,3.0,1,Old Property,540.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 69,1.8,3.0,3.0,3,Under Construction,1893.0,0.0,0.0,0.0,Low,High Floor
flat,sector 81,4.0,4.0,5.0,3+,Relatively New,3801.0,1.0,0.0,1.0,Medium,High Floor
house,sector 4,2.3,4.0,4.0,3,Old Property,160.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 43,6.0,4.0,4.0,2,Under Construction,2667.0,1.0,0.0,1.0,Low,Low Floor
flat,sector 85,1.91,4.0,6.0,3,Relatively New,3890.0,1.0,0.0,0.0,High,Mid Floor
flat,sector 85,1.2,2.0,2.0,3,Relatively New,1484.0,0.0,0.0,1.0,High,High Floor
flat,sector 65,1.75,3.0,3.0,3,Relatively New,1081.0,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 90,0.47,2.0,2.0,1,New Property,767.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 112,3.29,3.0,3.0,3+,Relatively New,2225.56,1.0,0.0,1.0,High,Low Floor
flat,sector 7,0.45,2.0,2.0,1,Relatively New,1000.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 37,0.35,2.0,2.0,1,Relatively New,850.0,0.0,0.0,1.0,High,Mid Floor
flat,sector 24,6.5,4.0,5.0,3+,New Property,3889.0,1.0,0.0,2.0,Low,Mid Floor
flat,sector 85,1.07,2.0,2.0,3,Relatively New,1484.0,0.0,0.0,0.0,Medium,High Floor
flat,sohna road,0.21,1.0,1.0,0,Relatively New,484.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 108,1.3,3.0,3.0,3+,Relatively New,1661.0,0.0,0.0,0.0,High,Mid Floor
flat,sector 82,1.37,3.0,3.0,3,Relatively New,2000.0,1.0,0.0,1.0,Medium,High Floor
house,sector 82,6.5,4.0,3.0,0,Relatively New,3240.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 92,0.42,2.0,2.0,1,Relatively New,657.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 90,1.3,3.0,3.0,3+,Relatively New,1700.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 67,1.0,3.0,3.0,3+,Moderately Old,1406.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 63a,1.55,2.0,2.0,2,Under Construction,1167.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 102,1.7,3.0,4.0,3+,Relatively New,1750.0,1.0,0.0,1.0,High,Mid Floor
flat,sector 85,2.03,4.0,4.0,3+,Relatively New,2225.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 85,1.1,3.0,4.0,3,Moderately Old,1467.0,1.0,0.0,2.0,Medium,Mid Floor
flat,sector 99,0.32,2.0,2.0,2,New Property,502.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 22,1.99,2.0,2.0,2,New Property,1285.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 30,1.45,3.0,2.0,2,Old Property,1300.0,0.0,0.0,2.0,Medium,Low Floor
flat,sector 102,1.4,3.0,3.0,3,Relatively New,1493.0,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 85,2.0,4.0,5.0,3+,Relatively New,2545.0,1.0,1.0,0.0,Medium,Low Floor
flat,sector 103,1.12,3.0,4.0,3+,New Property,1734.0,1.0,0.0,0.0,Low,Mid Floor
house,sector 43,5.5,8.0,7.0,3+,Moderately Old,2850.0,1.0,0.0,1.0,Medium,Mid Floor
house,sector 25,7.5,9.0,9.0,3+,Relatively New,2300.5,1.0,0.0,1.0,High,Mid Floor
flat,sector 88a,0.45,2.0,2.0,1,New Property,694.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 49,3.75,2.0,6.0,3+,Moderately Old,1467.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 53,6.0,3.0,4.0,3+,Moderately Old,2217.0,1.0,0.0,1.0,Low,Mid Floor
flat,sector 107,0.28,2.0,2.0,2,Relatively New,543.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 102,1.5,3.0,3.0,3,Relatively New,1315.0,0.0,0.0,1.0,High,Mid Floor
flat,sector 78,0.99,2.0,2.0,3,Under Construction,1467.0,0.0,0.0,0.0,Low,High Floor
house,sector 26,15.0,5.0,6.0,3+,Moderately Old,4518.0,1.0,1.0,1.0,Medium,Mid Floor
flat,sector 61,2.25,3.0,3.0,2,Under Construction,1721.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 95,0.3,2.0,2.0,1,New Property,950.0,0.0,0.0,0.0,Low,High Floor
flat,sector 71,0.82,2.0,2.0,2,Moderately Old,1086.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 49,0.87,1.0,1.0,1,Relatively New,500.0,0.0,0.0,0.0,Low,Low Floor
house,sector 33,9.5,5.0,7.0,3+,Under Construction,4071.0,1.0,1.0,0.0,Medium,Low Floor
flat,sector 95,0.2,1.0,1.0,1,Relatively New,407.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 112,5.2,4.0,6.0,3+,Relatively New,3655.35,1.0,0.0,1.0,High,High Floor
flat,sohna road,0.72,2.0,2.0,3,Relatively New,1404.0,0.0,0.0,0.0,High,Mid Floor
flat,sector 71,0.59,2.0,2.0,1,Moderately Old,639.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 2,0.56,1.0,2.0,2,Moderately Old,723.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 56,2.0,4.0,4.0,3,Relatively New,2253.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 111,1.65,3.0,4.0,3+,Under Construction,2104.0,1.0,0.0,0.0,Low,High Floor
flat,sector 4,0.45,2.0,2.0,1,Relatively New,944.0,0.0,0.0,0.0,Low,Low Floor
house,sector 48,3.35,6.0,5.0,3+,Moderately Old,6000.0,0.0,0.0,0.0,Medium,Mid Floor
house,sector 3,0.37,1.0,1.0,1,Relatively New,480.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 108,2.6,3.0,3.0,2,Relatively New,1711.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 28,0.95,2.0,1.0,1,Old Property,1188.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 69,0.75,2.0,2.0,2,Under Construction,991.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 104,1.1,2.0,2.0,3,Under Construction,1148.0,0.0,0.0,0.0,Medium,High Floor
house,sector 82,1.6,4.0,4.0,3+,Moderately Old,2425.0,1.0,0.0,0.0,Medium,High Floor
house,sector 17,8.5,4.0,4.0,2,Old Property,4518.0,1.0,0.0,1.0,Low,Low Floor
flat,sector 33,1.75,3.0,3.0,0,Under Construction,1996.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 102,1.25,2.0,2.0,2,Relatively New,1100.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 79,1.35,3.0,3.0,2,Relatively New,1362.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 107,1.21,3.0,3.0,3,Moderately Old,1713.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 99,1.08,3.0,5.0,3,Relatively New,1750.0,1.0,0.0,0.0,Low,Low Floor
flat,sohna road,0.72,2.0,2.0,3+,Relatively New,1131.0,0.0,0.0,0.0,High,High Floor
flat,sector 37,0.99,3.0,4.0,3,Relatively New,1660.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 48,4.25,4.0,5.0,3+,Moderately Old,4120.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 79,1.18,2.0,2.0,3,Relatively New,1252.0,0.0,0.0,0.0,High,Mid Floor
flat,sector 81,1.28,3.0,3.0,3,Moderately Old,1982.0,1.0,0.0,1.0,Low,Low Floor
flat,sector 68,1.1,2.0,2.0,3,New Property,1127.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 43,2.09,3.0,3.0,2,Old Property,1294.0,0.0,0.0,1.0,Medium,High Floor
flat,sohna road,0.78,2.0,2.0,3,Under Construction,1222.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 69,1.32,3.0,3.0,1,Relatively New,1419.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 25,3.4,4.0,4.0,3,Old Property,2744.0,1.0,0.0,0.0,Low,Low Floor
flat,sector 37,0.99,3.0,3.0,1,New Property,1643.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 49,4.21,5.0,6.0,3+,Relatively New,3219.0,1.0,0.0,0.0,Low,High Floor
house,sector 26,18.0,5.0,4.0,3+,Moderately Old,4518.0,1.0,1.0,1.0,Medium,Mid Floor
flat,sector 68,1.1,2.0,2.0,3,New Property,1244.0,0.0,0.0,0.0,Medium,High Floor
house,sector 50,12.5,6.0,5.0,3,Moderately Old,3078.0,1.0,0.0,1.0,Low,Mid Floor
flat,sector 83,0.75,3.0,3.0,3,New Property,1162.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 112,6.5,4.0,5.0,3,Relatively New,4800.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 82a,2.25,3.0,3.0,3+,Relatively New,2333.0,1.0,0.0,2.0,Medium,High Floor
flat,sector 102,2.2,3.0,4.0,3+,Moderately Old,1945.0,1.0,0.0,0.0,Medium,Mid Floor
house,sector 26,8.9,4.0,4.0,3+,Old Property,2700.0,1.0,1.0,0.0,Medium,Low Floor
house,sector 43,5.3,3.0,9.0,3+,Moderately Old,1935.0,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 83,1.8,3.0,4.0,0,Relatively New,1900.0,0.0,0.0,0.0,Medium,Mid Floor
house,sector 7,1.2,2.0,4.0,2,Old Property,1072.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 56,1.55,3.0,3.0,3+,Moderately Old,1900.0,1.0,0.0,1.0,Medium,Mid Floor
flat,sohna road,0.65,2.0,1.0,2,New Property,913.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 90,1.24,3.0,3.0,3+,Relatively New,1600.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 68,1.0,2.0,2.0,2,New Property,1361.0,1.0,0.0,0.0,Medium,High Floor
flat,sector 68,0.93,2.0,2.0,2,New Property,1200.0,0.0,0.0,0.0,Low,High Floor
flat,sector 51,3.55,5.0,6.0,3+,Moderately Old,5200.0,1.0,1.0,1.0,High,High Floor
flat,sector 104,1.3,3.0,3.0,3,New Property,1490.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 110,3.7,4.0,5.0,3,Relatively New,3077.0,1.0,0.0,0.0,High,Mid Floor
house,sector 48,5.75,4.0,4.0,2,Moderately Old,2592.0,1.0,0.0,0.0,Low,Low Floor
flat,gwal pahari,7.5,5.0,6.0,3+,Relatively New,9050.0,1.0,0.0,0.0,Low,High Floor
flat,sector 104,1.05,3.0,4.0,3+,Relatively New,2000.0,1.0,0.0,1.0,Medium,Mid Floor
house,sector 60,18.02,9.0,12.0,3+,Relatively New,6390.0,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 66,1.45,2.0,2.0,3,Relatively New,1082.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 83,1.75,3.0,3.0,3,Relatively New,1549.0,1.0,0.0,1.0,Medium,Mid Floor
house,sector 31,3.5,4.0,3.0,3,Moderately Old,1449.0,0.0,1.0,1.0,Medium,Low Floor
flat,sector 103,0.5,2.0,2.0,0,Relatively New,750.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 103,1.34,3.0,3.0,3+,Relatively New,1725.0,1.0,1.0,1.0,Low,High Floor
house,sector 109,6.15,5.0,5.0,3+,Relatively New,2250.0,1.0,1.0,1.0,Medium,Mid Floor
flat,sector 92,1.5,3.0,3.0,3,Relatively New,1738.0,0.0,0.0,0.0,Low,Mid Floor
flat,sohna road,0.29,2.0,2.0,1,Relatively New,743.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 67,4.75,4.0,4.0,3+,Relatively New,3200.0,1.0,1.0,1.0,High,Low Floor
flat,sector 69,1.7,4.0,4.0,2,Relatively New,1819.0,0.0,0.0,0.0,Medium,Low Floor
house,sector 33,10.0,5.0,6.0,3,New Property,4950.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 99,0.32,2.0,2.0,1,Relatively New,601.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 83,1.05,3.0,3.0,2,Relatively New,1588.0,1.0,1.0,1.0,High,High Floor
house,sector 17,2.98,2.0,6.0,3+,Relatively New,1449.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 92,0.45,2.0,2.0,1,New Property,646.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 53,4.8,3.0,4.0,3+,New Property,2895.0,0.0,0.0,0.0,Medium,High Floor
house,sector 66,12.0,4.0,4.0,3+,Relatively New,3240.0,1.0,1.0,1.0,High,Mid Floor
flat,sector 82,0.86,3.0,3.0,3,Moderately Old,1234.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 95,0.36,2.0,2.0,2,New Property,717.0,0.0,0.0,0.0,Medium,Mid Floor
house,sector 23,2.9,4.0,4.0,3,Relatively New,2500.0,1.0,0.0,1.0,Low,Low Floor
flat,sector 54,6.75,4.0,6.0,3+,Moderately Old,2455.0,1.0,0.0,1.0,Medium,High Floor
flat,sector 95,0.32,2.0,2.0,1,Relatively New,563.0,0.0,0.0,2.0,Low,Mid Floor
house,sector 40,5.0,9.0,9.0,3+,Relatively New,2367.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 102,2.2,3.0,4.0,3+,Relatively New,1186.0,1.0,0.0,1.0,Low,High Floor
flat,sector 49,3.6,4.0,5.0,3,Moderately Old,3356.0,1.0,0.0,2.0,Low,Mid Floor
house,sector 63,1.5,3.0,3.0,2,New Property,2385.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 90,1.79,4.0,3.0,3+,Moderately Old,2461.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 89,1.28,3.0,3.0,2,Under Construction,1611.0,0.0,0.0,0.0,Medium,Mid Floor
house,sector 46,2.4,4.0,4.0,3,Moderately Old,900.0,0.0,1.0,1.0,Low,Mid Floor
flat,sohna road,0.9,2.0,2.0,2,Relatively New,1275.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 7,0.95,2.0,1.0,1,New Property,450.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 49,2.64,3.0,4.0,3+,Moderately Old,2252.0,1.0,0.0,1.0,Medium,Low Floor
house,sector 39,15.0,5.0,5.0,3+,Moderately Old,4500.0,1.0,0.0,1.0,Low,Mid Floor
house,sector 26,8.1,5.0,5.0,2,Old Property,2295.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 70,1.75,3.0,5.0,3,New Property,1527.0,1.0,0.0,0.0,Low,Mid Floor
house,sector 50,6.8,4.0,4.0,3+,Old Property,2160.0,1.0,0.0,0.0,Medium,Low Floor
flat,sector 103,0.88,2.0,2.0,3,New Property,1232.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 69,1.68,4.0,4.0,2,Relatively New,1819.0,0.0,0.0,0.0,Medium,Low Floor
house,sector 4,0.5,2.0,3.0,2,Old Property,540.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 92,0.56,3.0,1.0,3,Moderately Old,1316.0,0.0,0.0,1.0,Medium,Low Floor
house,sector 14,4.6,1.0,1.0,0,Old Property,2250.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 69,1.19,2.0,3.0,1,Relatively New,1500.0,0.0,0.0,1.0,High,Low Floor
house,sector 105,0.35,2.0,2.0,1,Moderately Old,556.0,0.0,0.0,0.0,Low,Low Floor
house,sector 26,13.5,5.0,5.0,2,Moderately Old,4518.0,1.0,0.0,1.0,Medium,Low Floor
flat,sector 102,1.75,3.0,4.0,3+,Relatively New,1757.0,1.0,0.0,1.0,Medium,High Floor
flat,sector 113,2.51,3.0,3.0,3+,Under Construction,1696.0,0.0,0.0,0.0,Low,Low Floor
house,sector 33,11.75,5.0,7.0,3+,Relatively New,5056.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 83,1.15,3.0,3.0,1,Moderately Old,1607.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 81,0.45,2.0,2.0,2,Relatively New,664.0,0.0,1.0,1.0,Low,Mid Floor
flat,sector 108,2.28,4.0,5.0,3+,Relatively New,2515.0,0.0,0.0,0.0,Medium,Mid Floor
house,sector 43,11.0,5.0,6.0,3+,New Property,4050.0,1.0,0.0,1.0,High,Mid Floor
house,sector 27,4.25,5.0,5.0,3+,Relatively New,1350.0,1.0,0.0,1.0,Low,Mid Floor
house,sector 26,4.6,4.0,4.0,3+,Old Property,3771.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 81,0.87,2.0,2.0,3,Relatively New,1300.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 33,1.9,3.0,3.0,3+,New Property,2143.0,1.0,0.0,0.0,Medium,High Floor
flat,sector 95,2.0,3.0,4.0,3+,New Property,1964.0,1.0,0.0,0.0,Low,Mid Floor
house,sector 24,4.5,2.0,8.0,3+,Relatively New,1350.0,1.0,1.0,1.0,Medium,Mid Floor
flat,sector 69,1.4,3.0,3.0,2,Relatively New,1428.0,0.0,0.0,0.0,Medium,Low Floor
house,sector 50,7.35,4.0,4.0,3+,Moderately Old,1760.0,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 81,2.4,3.0,3.0,2,Relatively New,1800.0,1.0,0.0,2.0,High,Mid Floor
flat,sector 70a,1.66,3.0,3.0,3+,New Property,1900.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 83,1.42,3.0,3.0,2,Relatively New,1972.0,0.0,0.0,1.0,Medium,Low Floor
flat,sector 86,0.74,2.0,2.0,1,Under Construction,1231.0,0.0,0.0,0.0,Low,High Floor
flat,sector 65,3.5,3.0,3.0,3,New Property,2282.0,1.0,0.0,1.0,High,High Floor
flat,sector 12,0.35,3.0,3.0,1,Old Property,905.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 108,0.95,3.0,3.0,3,Relatively New,1649.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 28,7.0,4.0,3.0,2,Moderately Old,2488.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 77,0.99,2.0,2.0,2,Relatively New,1126.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 48,1.86,3.0,3.0,3+,Moderately Old,2199.0,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 84,2.2,4.0,4.0,3+,Relatively New,3108.0,1.0,0.0,0.0,Medium,High Floor
flat,sohna road,0.32,2.0,2.0,1,Relatively New,744.000768,0.0,0.0,0.0,Medium,Mid Floor
house,sector 43,8.49,3.0,3.0,2,Relatively New,2700.0,1.0,0.0,1.0,Low,Mid Floor
house,sector 4,0.75,2.0,4.0,3,Moderately Old,640.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 71,1.4,3.0,3.0,2,Moderately Old,1958.0,0.0,0.0,1.0,Medium,Low Floor
flat,sector 79,0.9,2.0,2.0,0,Relatively New,1295.0,0.0,0.0,0.0,Low,High Floor
flat,sector 108,2.1,2.0,2.0,2,Under Construction,1250.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 77,1.65,4.0,3.0,3,Relatively New,1765.0,1.0,0.0,0.0,Medium,Mid Floor
house,sector 70a,4.6,4.0,4.0,3+,Moderately Old,2610.0,1.0,1.0,0.0,Medium,Mid Floor
flat,sector 47,1.8,4.0,4.0,3+,Moderately Old,2857.0,0.0,1.0,1.0,Medium,Mid Floor
house,sector 54,3.75,4.0,4.0,3,Moderately Old,1440.0,1.0,0.0,1.0,Low,Mid Floor
flat,sector 104,0.9,2.0,2.0,0,Relatively New,1259.0,0.0,0.0,0.0,Low,High Floor
flat,sector 65,1.42,2.0,2.0,2,Relatively New,1010.0,0.0,0.0,1.0,High,Mid Floor
flat,sector 37,1.05,3.0,3.0,3,Relatively New,1738.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 106,1.2,3.0,4.0,3+,Relatively New,1186.0,1.0,0.0,0.0,High,Mid Floor
flat,sector 113,3.05,3.0,4.0,3,Relatively New,2150.0,1.0,0.0,0.0,High,Mid Floor
flat,sector 66,4.6,3.0,3.0,3,Relatively New,2882.0,1.0,1.0,1.0,Medium,High Floor
