property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,global hill view,sector 11,0.36,5150.0,2.0,2.0,0,15.0,Relatively New,699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,mvn athens,sohna road,0.25,5187.0,2.0,2.0,1,0.0,Relatively New,535.0,0.0,0.0,0.0,1.0,0.0,0.0,90.0
flat,housing apna enclave,sector 4,0.39,4105.0,2.0,2.0,1,1.0,Relatively New,950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
house,independent,sector 7,0.45,5000.0,3.0,2.0,0,1.0,Old Property,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
house,sushant lok 1 builder floors,sector 43,10.85,28841.0,8.0,8.0,3,3.0,Moderately Old,3762.0,1.0,1.0,1.0,1.0,0.0,2.0,160.0
house,independent,sector 11,0.9,10000.0,2.0,4.0,3+,4.0,Moderately Old,900.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
flat,ss the leaf,sector 85,1.3,7927.0,2.0,2.0,2,17.0,New Property,1484.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
flat,dlf new town heights,sector 90,2.0,7334.0,4.0,4.0,3+,20.0,Moderately Old,2468.0,0.0,1.0,0.0,0.0,1.0,0.0,49.0
flat,tata primanti,sector 72,3.85,13253.0,4.0,5.0,3+,13.0,Relatively New,2629.0,0.0,1.0,0.0,0.0,0.0,1.0,174.0
flat,signature global solera,sector 107,0.28,5726.0,2.0,2.0,2,6.0,Relatively New,543.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
house,eldeco mansionz,sector 48,4.75,20299.0,7.0,7.0,3,2.0,Moderately Old,2340.0,1.0,0.0,0.0,0.0,0.0,1.0,33.0
flat,sare crescent parc,sector 92,0.5,5000.0,2.0,2.0,2,2.0,Relatively New,905.0,0.0,0.0,0.0,0.0,1.0,0.0,72.0
flat,paras irene,sector 70a,1.3,9220.0,2.0,2.0,3,19.0,Moderately Old,1426.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0
flat,smart world gems,sector 89,1.2,8433.0,3.0,3.0,2,2.0,New Property,1581.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
flat,experion windchants,sector 112,2.5,13889.0,2.0,2.0,3,10.0,Relatively New,1939.03,1.0,0.0,0.0,1.0,0.0,1.0,174.0
flat,vatika xpressions,sector 88,0.92,6815.0,2.0,2.0,3,3.0,New Property,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
house,independent,sector 12,2.9,10741.0,7.0,7.0,3,2.0,Old Property,2700.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
flat,m3m sierra 68,sector 68,1.25,10246.0,2.0,2.0,3,4.0,New Property,938.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
flat,conscient heritage max,sector 102,2.1,9772.0,3.0,4.0,3+,10.0,Relatively New,1945.0,1.0,1.0,0.0,0.0,0.0,0.0,53.0
house,independent,sector 23,5.65,17706.0,7.0,7.0,3+,2.0,Moderately Old,5000.0,0.0,1.0,0.0,1.0,0.0,0.0,68.0
flat,paras dews,sector 106,1.25,10656.0,3.0,4.0,3,14.0,Relatively New,1305.0,1.0,1.0,0.0,0.0,0.0,0.0,167.0
flat,emaar gurgaon greens,sector 102,1.3,7879.0,3.0,3.0,3,4.0,Relatively New,1315.0,0.0,1.0,0.0,0.0,0.0,1.0,125.0
flat,dlf new town heights,sector 90,1.2,6218.0,3.0,3.0,3+,15.0,Relatively New,1747.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
flat,global hill view,sector 11,0.33,4269.0,2.0,2.0,0,11.0,Relatively New,761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,suncity vatsal valley,gwal pahari,1.38,9650.0,3.0,3.0,2,1.0,Relatively New,1294.0,0.0,0.0,0.0,0.0,0.0,1.0,151.0
flat,corona optus,sector 37,1.2,6916.0,3.0,4.0,3,8.0,Relatively New,1635.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0
flat,bestech park view residency,sector 2,1.55,8073.0,3.0,4.0,3+,4.0,Old Property,1738.0,0.0,1.0,0.0,0.0,0.0,0.0,84.0
flat,ss the leaf,sector 85,1.04,8320.0,2.0,2.0,3,17.0,New Property,1550.0,0.0,0.0,0.0,0.0,1.0,0.0,145.0
house,emaar mgf marbella,sector 66,11.0,33951.0,5.0,6.0,3+,2.0,New Property,3240.0,1.0,1.0,1.0,1.0,0.0,1.0,153.0
flat,ansal plaza,sector 2,1.0,10000.0,2.0,3.0,0,1.0,Moderately Old,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,sonata group housing gh 24,manesar,1.65,5893.0,4.0,3.0,3,8.0,New Property,3111.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0
flat,emaar imperial gardens,sector 102,1.91,9550.0,3.0,4.0,2,17.0,Relatively New,1587.0,1.0,1.0,0.0,0.0,0.0,1.0,152.0
flat,hcbs sports ville,sector 2,0.35,4375.0,2.0,2.0,2,8.0,Relatively New,800.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
house,bptp astaire gardens,sector 70a,6.5,27873.0,4.0,4.0,3+,2.0,New Property,2332.0,1.0,1.0,0.0,1.0,0.0,1.0,160.0
house,unitech deerwood chase,sector 50,8.45,26153.0,3.0,3.0,2,2.0,Old Property,3231.0,1.0,1.0,0.0,0.0,0.0,1.0,102.0
flat,paras dews,sector 106,1.4,6001.0,3.0,4.0,3+,12.0,Under Construction,1593.0,1.0,1.0,0.0,0.0,1.0,0.0,55.0
flat,dlf regency park,sector 28,1.35,11739.0,2.0,2.0,2,14.0,Old Property,1120.0,0.0,0.0,1.0,0.0,0.0,0.0,66.0
flat,piedmont taksila heights,sector 37,1.0,6506.0,3.0,3.0,3+,8.0,Relatively New,1708.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0
house,signature global city,sector 37d,1.27,8089.0,3.0,3.0,3,4.0,Under Construction,1570.0,0.0,0.0,0.0,1.0,0.0,0.0,89.0
flat,suncity vatsal valley,gwal pahari,1.0,13333.0,2.0,2.0,2,3.0,New Property,833.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0
flat,vatika lifestyle homes,sector 83,1.04,5699.0,3.0,2.0,2,2.0,Moderately Old,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0
flat,umang monsoon breeze,sector 78,0.95,5491.0,3.0,3.0,2,9.0,Relatively New,1730.0,0.0,0.0,0.0,0.0,0.0,1.0,65.0
house,independent,sector 12,1.7,8000.0,5.0,5.0,3,3.0,Moderately Old,2000.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0
flat,ireo victory valley,sector 67,3.15,12847.0,3.0,4.0,3+,15.0,Relatively New,2219.0,0.0,1.0,0.0,1.0,0.0,1.0,149.0
flat,chintels paradiso,sector 109,1.97,7490.0,4.0,4.0,2,11.0,Relatively New,2380.0,0.0,1.0,0.0,1.0,0.0,0.0,49.0
flat,m3m the marina,sector 68,1.32,8759.0,2.0,2.0,3,15.0,Relatively New,1364.0,1.0,0.0,0.0,0.0,0.0,0.0,120.0
flat,bestech park view residency,sector 2,1.36,7645.0,3.0,3.0,3+,5.0,Moderately Old,1611.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0
flat,puri emerald bay,sector 104,1.58,9117.0,2.0,3.0,3,11.0,Relatively New,1538.0,0.0,1.0,0.0,0.0,0.0,0.0,101.0
house,independent,sector 3,0.6,6000.0,1.0,1.0,0,1.0,Moderately Old,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
house,independent,sector 57,3.3,19097.0,4.0,4.0,2,3.0,Moderately Old,1728.0,0.0,0.0,1.0,0.0,0.0,1.0,60.0
flat,vatika gurgaon,sector 83,0.87,6988.0,2.0,2.0,2,3.0,Moderately Old,1127.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0
flat,signature global synera,sector 81,0.4,6319.0,2.0,2.0,1,12.0,Relatively New,586.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
flat,m3m woodshire,sector 107,1.45,6141.0,3.0,4.0,3+,7.0,Relatively New,1900.0,0.0,1.0,0.0,0.0,0.0,0.0,67.0
flat,paras dews,sector 106,1.34,9551.0,4.0,5.0,3+,7.0,Relatively New,1535.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0
flat,bestech park view ananda,sector 81,1.4,7735.0,3.0,3.0,3+,6.0,Relatively New,1475.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0
house,independent,sector 50,7.0,23333.0,4.0,4.0,2,3.0,Old Property,3400.0,0.0,1.0,0.0,0.0,0.0,0.0,118.0
house,independent,sector 14,5.5,16975.0,5.0,4.0,2,2.0,Old Property,3240.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0
flat,m3m heights,sector 65,1.95,15997.0,2.0,2.0,3,16.0,Under Construction,1141.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
flat,emaar gurgaon greens,sector 102,1.45,14174.0,3.0,3.0,3,10.0,Relatively New,1315.0,0.0,1.0,0.0,0.0,0.0,0.0,165.0
flat,vasant appartments,sector 14,1.7,7391.0,5.0,5.0,2,2.0,Old Property,2556.0,1.0,0.0,1.0,1.0,0.0,2.0,71.0
house,dlf city plots phase 2,sector 25,6.5,33592.0,3.0,9.0,3+,3.0,Old Property,1935.0,1.0,1.0,1.0,1.0,0.0,1.0,142.0
flat,tulip violet,sector 69,1.37,8676.0,3.0,3.0,1,12.0,Relatively New,1568.0,0.0,0.0,0.0,1.0,0.0,0.0,95.0
house,independent,sector 25,16.0,26667.0,6.0,5.0,2,3.0,Relatively New,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,ashiana apartment,sector 23,0.16,2051.0,2.0,2.0,2,1.0,Moderately Old,706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,indiabulls enigma,sector 110,4.49,11572.0,5.0,5.0,3+,4.0,Relatively New,3511.0,0.0,1.0,0.0,0.0,0.0,0.0,165.0
flat,bestech park view residency,sector 2,0.98,6960.0,2.0,2.0,3,0.0,Moderately Old,1281.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0
flat,ild grand,sector 37,0.66,5038.0,2.0,2.0,3+,14.0,Relatively New,1310.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
flat,dlf new town heights,sector 90,1.8,6601.0,4.0,4.0,3+,23.0,Moderately Old,2468.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0
house,sushant lok 1 builder floors,sector 43,13.0,48148.0,3.0,3.0,3+,4.0,New Property,2700.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0
house,international city by sobha phase 2,sector 109,12.5,26670.0,5.0,6.0,3,3.0,Relatively New,4500.0,1.0,1.0,1.0,1.0,0.0,0.0,63.0
flat,apex our homes,sector 37,0.33,3568.0,2.0,2.0,1,3.0,Relatively New,850.0,0.0,0.0,0.0,0.0,0.0,1.0,158.0
house,independent,sector 43,1.9,3909.0,3.0,3.0,3+,3.0,Old Property,60.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
house,independent,sector 57,8.31,24171.0,5.0,6.0,3+,4.0,Old Property,3438.0,1.0,1.0,1.0,1.0,0.0,0.0,34.0
flat,spaze privvy the address,sector 93,1.45,8033.0,3.0,4.0,2,12.0,Relatively New,1350.0,0.0,0.0,0.0,0.0,0.0,1.0,96.0
flat,birla navya,sector 63a,3.3,15349.0,3.0,3.0,3,4.0,Under Construction,2150.0,0.0,1.0,0.0,0.0,0.0,0.0,52.0
flat,signature global park,sohna road,0.54,6391.0,2.0,2.0,3,4.0,New Property,676.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
flat,sare petioles,sector 92,1.3,6373.0,4.0,4.0,0,7.0,Relatively New,2040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,ramprasta awho,sector 95,0.92,5257.0,3.0,3.0,3+,13.0,New Property,1750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,afnhb jalvayu vihar,sector 30,1.3,10000.0,3.0,3.0,2,2.0,Old Property,1401.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
flat,apna enclave,sector 3,0.5,7692.0,2.0,2.0,1,1.0,Old Property,722.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0
house,independent,sector 25,4.35,32222.0,5.0,4.0,3,3.0,Old Property,1350.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0
flat,m3m golfestate,sector 65,5.3,24212.0,3.0,3.0,3,38.0,Moderately Old,2506.0,0.0,1.0,0.0,0.0,0.0,2.0,49.0
house,independent,sector 7,0.27,12000.0,2.0,2.0,1,2.0,Moderately Old,225.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
flat,pyramid urban homes 2,sector 86,0.41,8283.0,2.0,2.0,1,7.0,New Property,557.0,1.0,1.0,0.0,1.0,1.0,0.0,49.0
flat,dlf the ultima,sector 81,2.5,11726.0,3.0,3.0,2,4.0,Relatively New,2130.0,0.0,1.0,0.0,0.0,0.0,2.0,82.0
flat,tulip violet,sector 69,1.55,9823.0,3.0,3.0,2,9.0,Relatively New,1428.0,0.0,0.0,0.0,1.0,0.0,1.0,165.0
flat,baani city center,sector 63,0.88,10945.0,1.0,1.0,2,4.0,New Property,804.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,godrej,sector 79,1.33,8531.0,2.0,2.0,3,6.0,Relatively New,1411.0,1.0,0.0,0.0,0.0,0.0,0.0,158.0
flat,godrej,sector 79,1.34,8524.0,2.0,2.0,3,2.0,Relatively New,1423.0,1.0,0.0,0.0,0.0,0.0,0.0,158.0
house,independent,sector 43,8.25,30556.0,5.0,6.0,3+,3.0,Moderately Old,2700.0,1.0,1.0,1.0,1.0,0.0,1.0,64.0
flat,shri banke bihari society,sector 56,1.35,9643.0,3.0,3.0,3+,4.0,Old Property,1450.0,0.0,0.0,0.0,0.0,1.0,1.0,174.0
flat,dlf the primus,sector 82a,2.95,11452.0,4.0,5.0,3+,10.0,Relatively New,2110.0,0.0,1.0,0.0,0.0,0.0,2.0,174.0
flat,unitech uniworld gardens,sector 47,2.4,11505.0,3.0,4.0,3+,10.0,Moderately Old,1916.0,0.0,1.0,0.0,0.0,0.0,0.0,103.0
flat,vatika gurgaon,sector 83,1.08,6225.0,3.0,3.0,2,11.0,Relatively New,1570.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0
flat,mapsko casa bella,sector 82,3.0,6134.0,4.0,6.0,3+,25.0,Relatively New,4425.0,0.0,1.0,0.0,1.0,0.0,1.0,119.0
flat,ss the leaf,sector 85,2.0,8306.0,3.0,4.0,3,6.0,Relatively New,2300.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0
flat,paras dews,sector 106,1.15,6534.0,3.0,4.0,3+,12.0,Relatively New,1186.0,1.0,1.0,0.0,0.0,0.0,1.0,174.0
house,international city by sobha phase 1,sector 109,5.7,10556.0,4.0,5.0,3+,3.0,Relatively New,5400.0,1.0,1.0,1.0,1.0,0.0,0.0,160.0
flat,godrej frontier,sector 80,1.6,6999.0,3.0,3.0,3,5.0,Moderately Old,2047.0,0.0,1.0,0.0,0.0,0.0,0.0,53.0
flat,supertech araville,sector 79,1.45,7455.0,3.0,3.0,3,3.0,Relatively New,2161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
house,unitech aspen greens,sector 50,6.95,32176.0,3.0,3.0,1,2.0,Moderately Old,2160.0,0.0,1.0,0.0,0.0,0.0,0.0,160.0
flat,la vida by tata housing,sector 113,1.55,11654.0,2.0,2.0,3,2.0,New Property,1276.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0
house,independent,sector 2,6.0,24691.0,5.0,6.0,3+,3.0,Old Property,2430.0,1.0,0.0,0.0,1.0,1.0,1.0,43.0
house,dlf city plots,sector 26,12.5,38580.0,4.0,5.0,2,2.0,Moderately Old,3240.0,1.0,1.0,0.0,0.0,0.0,1.0,121.0
flat,pareena laxmi apartments,sector 99,0.3,5425.0,2.0,1.0,2,5.0,New Property,511.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0
flat,ireo the corridors,sector 67a,1.3,10031.0,2.0,2.0,2,1.0,New Property,1296.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0
flat,signature global park 4,sector 36,0.82,7586.0,3.0,2.0,3,2.0,New Property,1201.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
flat,sare crescent parc,sector 92,0.9,4278.0,4.0,5.0,3+,14.0,Relatively New,1692.0,0.0,1.0,0.0,0.0,1.0,0.0,62.0
house,independent,sector 50,10.45,38704.0,4.0,5.0,2,3.0,Moderately Old,4000.0,1.0,1.0,0.0,1.0,0.0,1.0,142.0
flat,tata gurgaon gateway,sector 113,6.0,9139.0,5.0,6.0,3+,24.0,Moderately Old,7294.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
flat,dlf new town heights,sector 90,1.9,5684.0,4.0,4.0,3+,7.0,Relatively New,2468.0,0.0,1.0,0.0,1.0,0.0,0.0,88.0
flat,railway officers rpf society,sector 9,1.25,6921.0,4.0,3.0,3,1.0,Old Property,2007.0,0.0,1.0,0.0,0.0,0.0,0.0,40.0
house,independent,sector 9,1.25,8735.0,3.0,6.0,3+,3.0,Old Property,1431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,krisumi waterfall residences,sector 36,2.3,15551.0,2.0,2.0,2,23.0,New Property,1479.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0
flat,godrej nature plus serenity,sector 33,1.39,11583.0,3.0,2.0,3+,23.0,Under Construction,1333.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0
flat,dlf the icon,sector 43,6.0,26087.0,4.0,4.0,3+,18.0,Old Property,2556.0,0.0,1.0,0.0,0.0,0.0,1.0,150.0
flat,corona optus,sector 37,1.44,7236.0,3.0,3.0,3+,2.0,Relatively New,1789.0,1.0,1.0,0.0,0.0,1.0,0.0,49.0
flat,ss the leaf,sector 85,1.75,7267.0,3.0,4.0,3,8.0,Relatively New,2179.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0
flat,signature global synera,sector 81,0.48,8027.0,2.0,2.0,1,14.0,Relatively New,547.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0
house,independent,sector 25,13.0,45710.0,6.0,8.0,3+,2.0,Relatively New,2844.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0
flat,godrej,sector 79,1.28,8505.0,3.0,3.0,3,7.0,Relatively New,1362.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0
flat,ild greens,sector 37,0.95,9223.0,2.0,2.0,3+,11.0,Relatively New,1179.0,0.0,0.0,1.0,1.0,0.0,1.0,119.0
house,independent,sector 82,7.5,23148.0,5.0,5.0,3+,2.0,Relatively New,3240.0,0.0,1.0,0.0,1.0,0.0,1.0,135.0
house,independent,sector 39,1.6,17937.0,1.0,1.0,2,2.0,Old Property,892.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
flat,bestech park view spa next,sector 67,2.7,11489.0,4.0,4.0,3+,9.0,Moderately Old,2127.0,0.0,1.0,0.0,1.0,0.0,1.0,149.0
flat,sare crescent parc royal greens phase 1,sector 92,1.0,3713.0,4.0,4.0,3,15.0,New Property,1828.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
flat,vatika gurgaon,sector 83,1.42,8875.0,4.0,4.0,3,7.0,Relatively New,2000.0,1.0,1.0,0.0,0.0,0.0,0.0,103.0
flat,milan cghs 9,sector 39,2.0,8333.0,3.0,3.0,3+,0.0,Old Property,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,conscient heritage max,sector 102,2.5,11633.0,3.0,4.0,3+,25.0,New Property,1945.0,1.0,1.0,0.0,0.0,0.0,1.0,56.0
flat,signature global solera,sector 107,0.28,5680.0,2.0,2.0,2,11.0,Relatively New,543.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
flat,tulip violet,sector 69,1.76,8756.0,4.0,4.0,2,6.0,Relatively New,1819.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0
flat,emaar palm gardens,sector 83,1.8,9474.0,3.0,3.0,3+,9.0,Relatively New,1719.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0
flat,emaar mgf emerald floors premier,sector 65,2.65,16061.0,3.0,3.0,3,5.0,Relatively New,1650.0,1.0,1.0,0.0,0.0,0.0,0.0,37.0
flat,umang monsoon breeze,sector 78,0.69,5391.0,2.0,2.0,2,11.0,Moderately Old,1422.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
flat,ats triumph,sector 104,2.5,7937.0,4.0,4.0,3+,14.0,New Property,2851.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0
flat,m3m capital,sector 113,2.0,12012.0,3.0,3.0,2,24.0,Under Construction,1507.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0
flat,ramprastha primera,sector 37d,1.1,6111.0,3.0,3.0,3,6.0,Relatively New,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0
flat,m3m soulitude,sector 89,1.42,9979.0,3.0,3.0,2,3.0,New Property,1581.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
flat,godrej,sector 79,1.41,8998.0,2.0,2.0,3,3.0,New Property,1747.0,1.0,0.0,0.0,0.0,0.0,0.0,104.0
flat,smart world gems,sector 89,1.16,10498.0,3.0,2.0,3,1.0,New Property,998.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0
flat,shapoorji pallonji joyville gurugram,sector 102,1.9,10259.0,3.0,3.0,3+,15.0,New Property,1700.0,0.0,0.0,0.0,1.0,0.0,0.0,174.0
house,independent,sector 45,10.0,30864.0,6.0,6.0,3+,4.0,Moderately Old,3240.0,1.0,1.0,1.0,1.0,0.0,1.0,70.0
flat,indiabulls centrum park,sector 103,1.2,8433.0,2.0,2.0,3,3.0,Moderately Old,1288.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
house,unitech uniworld resorts,sector 33,9.55,19293.0,6.0,7.0,3+,2.0,Relatively New,4950.0,1.0,1.0,1.0,1.0,0.0,1.0,126.0
flat,pyramid urban homes 2,sector 86,0.43,8583.0,2.0,2.0,1,6.0,New Property,557.0,1.0,0.0,0.0,0.0,0.0,0.0,92.0
flat,bptp terra,sector 37d,1.75,7987.0,4.0,4.0,3,7.0,Relatively New,2100.0,0.0,0.0,0.0,0.0,1.0,1.0,120.0
house,independent,sector 4,3.3,14667.0,3.0,3.0,2,1.0,Old Property,2250.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0
flat,ats kocoon,sector 109,1.7,12879.0,3.0,3.0,3,22.0,Relatively New,1550.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0
flat,sbtl caladium,sector 109,1.63,6405.0,3.0,3.0,2,8.0,Relatively New,2303.0,0.0,1.0,0.0,0.0,0.0,0.0,159.0
flat,experion windchants,sector 112,3.65,11428.0,3.0,5.0,2,3.0,Relatively New,2800.0,0.0,1.0,0.0,0.0,0.0,0.0,72.0
house,independent,sector 7,2.25,16892.0,5.0,3.0,0,2.0,Old Property,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,vatika lifestyle homes,sector 83,1.1,6268.0,3.0,3.0,2,8.0,Relatively New,1588.0,1.0,0.0,1.0,1.0,0.0,1.0,174.0
flat,tarc maceo,sector 91,1.8,7759.0,3.0,3.0,3+,0.0,Relatively New,2578.0,0.0,0.0,0.0,1.0,0.0,2.0,45.0
flat,smart world orchard,sector 61,1.6,13913.0,2.0,2.0,2,3.0,Under Construction,1278.0,1.0,0.0,0.0,0.0,0.0,0.0,37.0
house,independent,sector 12,1.7,9444.0,3.0,3.0,0,1.0,Old Property,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,bhagwati sadan,sector 12,1.15,5500.0,3.0,4.0,2,2.0,Old Property,2000.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
house,independent,sector 23,5.1,16569.0,3.0,2.0,0,1.0,Old Property,3078.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0
flat,ss the leaf,sector 85,1.22,13319.0,2.0,2.0,3,16.0,Relatively New,1300.0,0.0,0.0,1.0,0.0,0.0,0.0,81.0
house,independent,sector 5,0.75,6410.0,2.0,2.0,0,1.0,Relatively New,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,raheja vedaanta,sector 108,1.0,4854.0,2.0,2.0,2,0.0,Relatively New,2060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,signature global synera,sector 81,0.48,8451.0,2.0,2.0,1,7.0,Relatively New,613.0,0.0,0.0,0.0,0.0,0.0,1.0,70.0
flat,supertech hilltown,sector 2,0.8,5556.0,3.0,2.0,3,8.0,Moderately Old,1440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
house,eldeco mansionz,sector 48,5.0,21368.0,7.0,7.0,3,2.0,Moderately Old,2340.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0
house,independent,sector 7,3.0,11494.0,7.0,7.0,0,3.0,Old Property,2610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,dlf regal gardens,sector 90,1.75,7901.0,4.0,4.0,3+,3.0,Relatively New,2005.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
flat,m3m woodshire,sector 107,0.8,5857.0,2.0,2.0,3+,7.0,Relatively New,1236.0,0.0,0.0,0.0,0.0,0.0,1.0,165.0
house,independent,sector 43,3.35,26973.0,1.0,1.0,0,1.0,Old Property,1242.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
house,palam vihar extension west zone rwa,sector 2,0.35,6481.0,2.0,2.0,0,1.0,New Property,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
house,independent,sector 24,1.45,2984.0,3.0,3.0,1,2.0,Old Property,540.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
flat,tulip yellow,sector 69,1.8,10563.0,3.0,3.0,3,14.0,Under Construction,1893.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
flat,bestech park view grand spa,sector 81,4.0,9524.0,4.0,5.0,3+,15.0,Relatively New,3801.0,0.0,1.0,0.0,0.0,0.0,1.0,127.0
house,independent,sector 4,2.3,17012.0,4.0,4.0,3,2.0,Old Property,160.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0
flat,dlf the grove,sector 43,6.0,25000.0,4.0,4.0,2,1.0,Under Construction,2667.0,0.0,1.0,0.0,0.0,0.0,1.0,49.0
flat,ss the leaf,sector 85,1.91,5026.0,4.0,6.0,3,6.0,Relatively New,3890.0,0.0,1.0,0.0,0.0,0.0,0.0,174.0
flat,ss the leaf,sector 85,1.2,7317.0,2.0,2.0,3,12.0,Relatively New,1484.0,0.0,0.0,0.0,0.0,0.0,1.0,157.0
flat,emaar mgf emerald estate,sector 65,1.75,12545.0,3.0,3.0,3,10.0,Relatively New,1081.0,0.0,1.0,0.0,0.0,0.0,1.0,124.0
flat,green court,sector 90,0.47,6812.0,2.0,2.0,1,0.0,New Property,767.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
flat,experion windchants,sector 112,3.29,11742.0,3.0,3.0,3+,2.0,Relatively New,2225.56,0.0,1.0,0.0,0.0,0.0,1.0,152.0
flat,maa bhagwati residency,sector 7,0.45,5000.0,2.0,2.0,1,4.0,Relatively New,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0
flat,apex our homes,sector 37,0.35,3784.0,2.0,2.0,1,7.0,Relatively New,850.0,0.0,0.0,0.0,0.0,0.0,1.0,158.0
flat,dlf city plots phase 3,sector 24,6.5,18571.0,4.0,5.0,3+,3.0,New Property,3889.0,0.0,1.0,0.0,0.0,0.0,2.0,42.0
