title_x,imdb_id,poster_path,wiki_link,title_y,original_title,is_adult,year_of_release,runtime,genres,imdb_rating,imdb_votes,story,summary,tagline,actors,wins_nominations,release_date
Gunaah (2002 film),tt0331256,https://upload.wikimedia.org/wikipedia/en/thumb/f/f8/Gunaah_2002_Poster.jpg/200px-Gunaah_2002_Poster.jpg,https://en.wikipedia.org/wiki/Gunaah_(2002_film),Gunaah,Gunaah,0,2002,135,Crime|Drama,3.3,325,Tough cop Prabha (Bipasha Basu) is haunted by the demons of her past. Being an illegitimate daughter of a prostitute  she has had a very bad childhood and there once occurred an incident in her life when she was driven to the point of committing a murder. But today  now that she is a cop  she believes that she can clear her conscience by reforming a criminal. Prabha's life is turned topsy-turvy with the entry of Aditya (Dino Morea)  who is a good person at heart but was forced to take the path of crime due to the wrong doing of the system. Prabha goes to Aditya's house to nab him  but gets carried away when she sees him bathing. Aditya slips from under her vigilant eyes and a hasty chase follows. Prabha stays close on the heels of fleeing Aditya. At one point when she is about to fall off the rooftop Aditya stops running and extends his hand to save her. This act makes a great impact on Prabha. Prabha decides to know Aditya's past and find out what prompted him to commit crime in the ...,Tough cop Prabha (Bipasha Basu) is haunted by the demons of her past. Being an illegitimate daughter of a prostitute  she has had a very bad childhood and there once occurred an incident in...                    ,A tale of forbidden love,Bipasha Basu|Dino Morea|Ashutosh Rana|,,16 October 2002 (Kuwait)
Haan Maine Bhi Pyaar Kiya,tt0308347,https://upload.wikimedia.org/wikipedia/en/thumb/6/68/Haan_Maine_Bhi_Pyaar_Kiya.gif/220px-Haan_Maine_Bhi_Pyaar_Kiya.gif,https://en.wikipedia.org/wiki/Haan_Maine_Bhi_Pyaar_Kiya,Haan Maine Bhi Pyaar Kiya,Haan Maine Bhi Pyaar Kiya,0,2002,174,Drama|Musical|Romance,3.7,1146,Shiv (Abhishek Bachchan) and Pooja (Karisma Kapoor) are happily married to each other but sometimes can get into the most petty arguments coming from the way they approach life. Shiv takes each day as it comes whilst Pooja's imagination sometimes gets the best of her. Pooja falls in love with Shiv so much that she gives up her high rising career for him and settles as a housewife. Their in-difference gets worse and Pooja is soon convinced that Shiv has been unfaithful. Pooja asks for a divorce and leaves him. She carries on with life and meets Raj (Akshay Kumar). Raj has everything anyone could ask for: money  fame but not love something he has craved for some time. He falls for Pooja and she also begins to like him. They get engaged and as the wedding approaches  Shiv re-enters Pooja's life. Old feelings and emotions come rushing back and she finds herself torn between two men. Who does she choose...?,Shiv (Abhishek Bachchan) and Pooja (Karisma Kapoor) are happily married to each other but sometimes can get into the most petty arguments coming from the way they approach life. Shiv takes ...                    ,Made for each other...,Akshay Kumar|Karisma Kapoor|Abhishek Bachchan|Kader Khan|Himani Shivpuri|Shakti Kapoor|Navneet Nishan|Mohnish Bahl|Supriya Karnik|Sophiya Haque|Shweta Menon|Upasna Singh|Dolly Bindra|Razak Khan|,,15 February 2002 (India)
Hum Kisise Kum Nahin (2002 film),tt0320097,https://upload.wikimedia.org/wikipedia/en/thumb/3/35/HKKN_2002_film.jpg/220px-HKKN_2002_film.jpg,https://en.wikipedia.org/wiki/Hum_Kisise_Kum_Nahin_(2002_film),Hum Kisi Se Kum Nahin,Hum Kisi Se Kum Nahin,0,2002,161,Action|Comedy|Drama,4.4,1212,The movie revolves around Munnabhai (Sanjay Dutt) a dreaded but good-hearted underworld don of Mumbai. Once while beating up one of his foes  he sees Komal (Aishwarya Rai) and is so smitten by her beauty that he starts visualizing her wherever he goes and in whatever he does. Not understanding this new phenomenon in Munnabhai''s life  his men take him to Doctor Rastogi (Amitabh Bachchan) . The Doctor realizes it''s a love virus so he advises him to woo the girl somehow  not realizing that Munnabhai has fallen for none other than his own younger sister Komal. Munnabhai starts wooing Komal but she is in love with Raja (Ajay Devgan)  a local vagabond doing nothing except working in a bowling alley as a bouncer. It is not long before the doctor realizes that his underworld patient is in love with his own sister  so he decides to take her to Malaysia and get her married off. Raja also manages to go to Malaysia with them. Not one to be left behind  Munnabhai also follows them and all beans ...,A young heiress  daughter of a rich industrialist wishes to get married to her childhood friend and fulfill a promise made to each other.,,Amitabh Bachchan|Sanjay Dutt|Asad Aleem|Ajay Devgn|Aishwarya Rai Bachchan|Satish Kaushik|Annu Kapoor|Paresh Rawal|Mukesh Rishi|Ashish Vidyarthi|Shahbaaz Khan|Avtar Gill|Ram Mohan|Navin Nischol|,,31 May 2002 (India)
Hum Pyar Tumhi Se Kar Baithe,tt0396057,,https://en.wikipedia.org/wiki/Hum_Pyar_Tumhi_Se_Kar_Baithe,Hum Pyar Tumhi Se Kar Baithe,Hum Pyar Tumhi Se Kar Baithe,0,2002,138,Musical|Romance,5.8,40,Mamta leaves her husband  Vikas when she realizes that he has criminal associates  and thereby spare their son  Vishwas  from any bad influence. Mamta's luggage is stolen at the railway station by a mother and son team of thieves  who are subsequently run over by a train  leaving the police to conclude from the badly mutilated bodies  that they are those of Mamta and Vishwas. Vikas is grief stricken. Shortly thereafter he has to look after the only daughter  Priya  of two friends  after his associates kill them. Years later  Priya  has grown up. One day she and some friends decide to holiday at Mount Abu. Once there she meets with none other than Vishwas  who is their guide. Both fall in love. In the meantime  devious Bharoselal convinces Vikas that his son is still alive  and asks his nephew  Jai  to pose as Vishwas. Vikas accepts Jai as his son. Vishwas gets hired in the organization run by Vikas  and Vikas takes a liking to Vishwas. Bharoselal schemes with his partners to poison ...,Mamta leaves her husband  Vikas when she realizes that he has criminal associates  and thereby spare their son  Vishwas  from any bad influence. Mamta's luggage is stolen at the railway ...                    ,,Jugal Hansraj|Tina Rana|Sachin Khedekar|Vishnu Sharma|Mushtaq Khan|Charlie|Johny Fever|Prithvi Zutshi|Dalbeer|Prasad Pandit|Akash Karnataki|Anup Soni|Sheetal|Naresh Sharma|,,8 November 2002 (India)
Jaani Dushman: Ek Anokhi Kahani,tt0326983,https://upload.wikimedia.org/wikipedia/en/9/94/Jani_Dushman.jpg,https://en.wikipedia.org/wiki/Jaani_Dushman:_Ek_Anokhi_Kahani,Jaani Dushman: Ek Anokhi Kahani,Jaani Dushman: Ek Anokhi Kahani,0,2002,170,Action|Fantasy|Thriller,2.8,2748,Diyva and Karan Saxena are in love and plan to marry. Karan has a younger step-brother  Vivek Saxena who he looks after him as though he were his own brother. Divya and Vivek hang out with quite a few young people of their own age  Atul  Vijay  Prem  Ashok  Nita  Rashmi  Niki  and Priti  just to name a few. Two male members try to sexually molest Divya  and get a sound thrashing from Karan. After apologizing  these two members decide to avenge their beating and humiliation. After entrapping Divya  they sexually molest her to such an extent that Divya attempts to kill herself. Unknown to Divya  she was the lover of Kapil a snake with magical powers  in a previous life. Their love life was shattered by an angry sage who cursed them with separation until the 21st century. Divya  who was called Vasundhara in her previous life  dies after this curse  and is reborn as Divya. Now seeing Divya dying  Kapil swears to avenge her death by killing them one by one. Divya does die  but her spirit ...,A shape-shifting snake exacts vengeance on a group of friends for a crime they did not even commit.,,Akshay Kumar|Sunny Deol|Sonu Nigam|Sunil Shetty|Arshad Warsi|Sharad S. Kapoor|Aftab Shivdasani|Aditya Pancholi|Pinky Campbell|Arman Kohli|Manisha Koirala|Rambha|Kiran Rathod|Nikita|,,16 August 2002 (India)
Jeena Sirf Merre Liye,tt0337652,https://upload.wikimedia.org/wikipedia/en/thumb/8/85/JeenaSirfMerreLiye.jpg/220px-JeenaSirfMerreLiye.jpg,https://en.wikipedia.org/wiki/Jeena_Sirf_Merre_Liye,Jeena Sirf Merre Liye,Jeena Sirf Merre Liye,0,2002,137,Romance,4.5,655,Pinky alias Pooja Malhotra (Kareena Kapoor) and Karan (Tusshar Kapoor) are childhood sweethearts. During this time they exchange vows that they will live for each other only. They separate shortly after but they do not forget their vows. Pooja frantically searches for her sweetheart  but to no avail. She finally decides to write her own story in a the form of a love story. This story turns out to be very popular  and Pooja does get to meet Karan  only to find out that he has a girlfriend by the name of Seema.,Pinky alias Pooja Malhotra (Kareena Kapoor) and Karan (Tusshar Kapoor) are childhood sweethearts. During this time they exchange vows that they will live for each other only. They separate ...                    ,,Kareena Kapoor|Tusshar Kapoor|Mallika Sherawat|,,20 November 2002 (Kuwait)
Karz: The Burden of Truth,tt0342624,https://upload.wikimedia.org/wikipedia/en/thumb/9/9f/Karz_The_Burden_of_Truth.jpg/200px-Karz_The_Burden_of_Truth.jpg,https://en.wikipedia.org/wiki/Karz:_The_Burden_of_Truth,Karz: The Burden of Truth,Karz: The Burden of Truth,0,2002,173,Action|Crime|Drama,3.9,356,Savitri Devi lives a wealthy life-style with her husband. Her attempts to expose the criminal activities of a gangster  Yograj are fertile and to retaliate Yograj rape her instead which results in her being pregnant. Savitri wants to abort this child but there are complications which lead to the birth of the child. She does keep the boy child with her but does not shower him with motherly affections and instead give all her love to her younger son  Raja. Soon she leave the city and the child is adopted by an industrialist  Balwant. After the incident with Savitri Yograj is believe to be dead according to police record. The child grows up to be Suraj a wealthy business-man; he meets with his brother Raja and after a few misunderstandings both become friends. Suraj is in love with Sapna but he decides to step aside when he find out that Raja is fascinated by Sapna and instead take to alcohol. Chaos amidst when Savitri identify a politician  Thakur as Yograj forcing Suraj to start ...,Savitri Devi lives a wealthy life-style with her husband. Her attempts to expose the criminal activities of a gangster  Yograj are fertile and to retaliate Yograj rape her instead which ...                    ,The Burden of Truth,Sunny Deol|Sunil Shetty|Shilpa Shetty Kundra|Ashutosh Rana|Kiron Kher|Sayaji Shinde|Johnny Lever|Himani Shivpuri|Shahbaaz Khan|Vishwajeet Pradhan|Deepak Shirke|Rajeev Verma|Shammi|Adi Irani|,,6 December 2002 (India)
Kabhie Tum Kabhie Hum,tt0367919,,https://en.wikipedia.org/wiki/Kabhie_Tum_Kabhie_Hum,Kabhie Tum Kabhie Hum,Kabhie Tum Kabhie Hum,0,2002,\N,Comedy|Drama|Family,4.7,13,A trip of a bank manager to a resort was spoiled when he came to know that the rest house booked by him was already given to somebody else. Later he  along with his family  remains in the servant's house and they plan to spoil the holidays of those who have spoiled their holidays. His son falls in love with the daughter of the person living in the rest house.,A trip of a bank manager to a resort was spoiled when he came to know that the rest house booked by him was already given to somebody else. Later he  along with his family  remains in the ...                    ,,Mamta Kulkarni|Charuhas Shidore|Anjan Srivastav|Vijayendra Ghatge|Asha Sachdev|,,
Kehtaa Hai Dil Baar Baar,tt0322936,https://upload.wikimedia.org/wikipedia/en/d/da/Kehtaa_Hai_Dil_Baar_Baar.jpg,https://en.wikipedia.org/wiki/Kehtaa_Hai_Dil_Baar_Baar,Kehtaa Hai Dil Baar Baar,Kehtaa Hai Dil Baar Baar,0,2002,119,Comedy|Drama|Romance,4.7,171,Ranshod Rai Patel is an egotistical and arrogant self-made Gujarati man who arrived from India and settled in the New York area years ago. He started his career cleaning latrines and dirty clothes  then moved on to working in a restaurant  saving enough money to own one  and then finally owned twelve. He became an extremely successful real-estate magnate  à la Donald Trump and was so big-headed that started calling himself THE Roger Patel. He got married to a woman named Kamla and they were soon proud parents of two lovely daughters  Namrata and Ritu. When the girls are grown  the overprotective Roger arranges a marriage for Namrata with a property owner  a professional Patel man named Prem. Ritu  a doctor  informs that she has met her soul mate also  Sunder Kapoor  who is part-Punjabi and part-Madrasi and is definitely not a Patel  nor a property owner  and not even a professional. But since Ritu likes him so much  he invites Sunder to spend seven days with his family in his palatial...,An egoistic and overprotective father  tests his soon-to-be son in law whether he is suitable for his daughter or not. Mayhem ensues after he learns that his future son in law is not that what he imagined.,The first 35mm color Hindi feature film shot entirely in the USA,Paresh Rawal|Jimmy Sheirgill|Kim Sharma|Johnny Lever|Ranjeet|Nina Kulkarni|Parzaan Dastur|Dinesh Hingoo|Amneek Sandhu|Puja Gupta|Perry Patel|Payan Mehta|Toral Mehta|Sudha Grover|,,15 November 2002 (USA)
Koi Mere Dil Se Poochhe,tt0306840,https://upload.wikimedia.org/wikipedia/en/thumb/a/a6/Koi_Mere_Dil_Se_Poochhe.jpg/220px-Koi_Mere_Dil_Se_Poochhe.jpg,https://en.wikipedia.org/wiki/Koi_Mere_Dil_Se_Poochhe,Koi Mere Dil Se Poochhe,Koi Mere Dil Se Poochhe,0,2002,165,Musical|Romance|Thriller,3.4,241,Dress designer  Aman Puri (Aftab Shivdasani) is the only son of the Puri family. His dad (Anupam Kher) wants him to marry  but Aman insists that he will not marry unless he meets the girl of his dreams. He does meet her  in the form and person of Esha Singh (Esha Deol)  but she will not have anything to do with him. When Aman persists  his dad decides to go and talk with Esha's mom  Mansi Devi (Jaya Bhaduri)  who indicates that she is open to Esha's marriage with Aman. She talks to Esha and convinces her Aman is suitable for her  to which Esha agrees. Delighted Aman gets ready for the marriage  when Dushant (Sanjay Kapoor) disrupts their lives by claiming that the entire marriage is a hoax  people are not what they seem  Mansi Devi is his mother; and Esha is a married woman; and Dushant is her husband.,Dress designer  Aman Puri (Aftab Shivdasani) is the only son of the Puri family. His dad (Anupam Kher) wants him to marry  but Aman insists that he will not marry unless he meets the girl ...                    ,,Jaya Bachchan|Aftab Shivdasani|Sanjay Kapoor|,2 wins,11 January 2002 (India)
Kranti (2002 film),tt0311411,https://upload.wikimedia.org/wikipedia/en/thumb/b/be/Kranti_%282002_film%29.jpg/220px-Kranti_%282002_film%29.jpg,https://en.wikipedia.org/wiki/Kranti_(2002_film),Kranti,Kranti,0,2002,142,Action|Drama,3.7,338,Inspector Abhay Pratap Singh is a young  honest and diligent police inspector  serving with Bombay Police  and comes from a respectable family  which consists of sister Anu; mom Sushma; and dad  Awadesh  who is also the Commissioner of Police. Abhay has long suspected Mahendra Pratap Rana of being a criminal don  who also has links with terrorists  but thus far has been unable to gather any material evidence for the police to lay charges. The Commissioner is unable to accept his son's word  as Mahendra is well-known  influential  and wealthy. Abhay continues to pursue his investigation despite of warnings from his superiors  and is ultimately suspended from duty. Now even after suspension  Abhay has come to know that the life of Coloney Krishnakanth is threatened by Mahendra  and reaches out to his dad  who will not have anything to do with him anymore. It will upto Abhay to save the life of Krishnakanth  against all odds that are stacked up against him.,Inspector Abhay Pratap Singh is a young  honest and diligent police inspector  serving with Bombay Police  and comes from a respectable family  which consists of sister Anu; mom Sushma; and...                    ,,Vinod Khanna|Bobby Deol|Ameesha Patel|Rati Agnihotri|Kabir Bedi|Dalip Tahil|,,27 March 2002 (Kuwait)
Kuch Tum Kaho Kuch Hum Kahein,tt0327004,https://upload.wikimedia.org/wikipedia/en/thumb/a/ab/KTKKHK.jpg/220px-KTKKHK.jpg,https://en.wikipedia.org/wiki/Kuch_Tum_Kaho_Kuch_Hum_Kahein,Kuch Tum Kaho Kuch Hum Kahein,Kuch Tum Kaho Kuch Hum Kahein,0,2002,171,Action|Drama|Romance,5.6,487,Two feuding neighboring families are brought together to celebrate the wedding anniversary of Vishnupratap Singh (Vikram Gokhale) and his wife (Farida Jalal)  much to the dislike of Rudra Pratap (Sharad Kapoor). During this get together Abhayendra Singh (Fardeen Khan) falls in love with Mangala Solanki (Richa Pallod). Abhayendra comes to know of the background of the two families' feud  and makes attempts to reconcile the two families - with disasterous results.,Two feuding neighboring families are brought together to celebrate the wedding anniversary of Vishnupratap Singh (Vikram Gokhale) and his wife (Farida Jalal)  much to the dislike of Rudra ...                    ,,Vikram Gokhale|Dinesh Hingoo|Adi Irani|Farida Jalal|Suhani Kalita|Sharad S. Kapoor|Fardeen Khan|Feroz Khan|Nina Kulkarni|Sai Lokur|Govind Namdeo|Richa Pallod|Harish Patel|Rameshwari|,,28 June 2002 (India)
Kya Yehi Pyaar Hai,tt0312883,https://upload.wikimedia.org/wikipedia/en/thumb/3/3e/Kya_Yehi_Pyaar_Hai.jpg/220px-Kya_Yehi_Pyaar_Hai.jpg,https://en.wikipedia.org/wiki/Kya_Yehi_Pyaar_Hai,Kya Yehi Pyaar Hai,Kya Yehi Pyaar Hai,0,2002,145,Drama|Romance,3.8,401,Rahul Tiwari secretly love Sandhya Patil for almost 4 years. Using the right opportunity he does express his love to Sandhya only to be told that Sandhya has no similar feelings for him but is only interested in completing her studies and is an abstainer from love and romance due to her drunk and abusive father  Raj Patil alias Raja.,A college slacker pursues the girl of his dreams and will do just about anything to get her to like him.,,Jackie Shroff|Aftab Shivdasani|Ameesha Patel|Anupama Verma|Ashish Vidyarthi|Nina Kulkarni|Vrajesh Hirjee|Snehal Dabi|Sarfaraz Khan|Vinod Tharani|Alharis Abdul|Benifer Treasuryvala|,,10 April 2002 (Kuwait)
Kyaa Dil Ne Kahaa,tt0327005,https://upload.wikimedia.org/wikipedia/en/thumb/c/cf/Kyaa_Dil_Ne_Kahaa.jpg/220px-Kyaa_Dil_Ne_Kahaa.jpg,https://en.wikipedia.org/wiki/Kyaa_Dil_Ne_Kahaa,Kyaa Dil Ne Kahaa,Kyaa Dil Ne Kahaa,0,2002,\N,Family|Romance,3.0,231,New Zealand settled Esha (Esha Deol) is attracted to fellow-student Rahul (Tushar Kapoor). Rahul too is attracted to Esha. Esha returns home to India and tells her parents (Raj Babbar  Nina Kulkarni) about her love for Rahul. The family is pleased  and proceeds to finalize the marriage. They accompany Esha to Rahul's house. Rahul's parents (Rajesh Khanna  Smita Jaykar) approve of Esha. But when they ask Rahul  to everyone's shock  he refuses to marry Esha under any circumstances.,New Zealand settled Esha (Esha Deol) is attracted to fellow-student Rahul (Tushar Kapoor). Rahul too is attracted to Esha. Esha returns home to India and tells her parents (Raj Babbar  Nina...                    ,,Rajesh Khanna|Tusshar Kapoor|Esha Deol|Raj Babbar|Nina Kulkarni|Ashok Saraf|Smita Jaykar|Shammi|Razak Khan|,1 win & 1 nomination,
Kitne Door Kitne Paas,tt0313395,https://upload.wikimedia.org/wikipedia/en/a/ae/Kitne_Door_Kitne_Paas_poster.jpg,https://en.wikipedia.org/wiki/Kitne_Door_Kitne_Paas,Kitne Door... Kitne Paas,Kitne Door... Kitne Paas,0,2002,146,Comedy|Romance,4.5,269,Two young Indians  a male named Jatin  and a woman named Karishma  meet on an airplane  who is on it's way to India. Jatin is returning home to get married to a woman named Jaya  who has been chosen for him by his mother. Karishma is also returning to India to get married to an Indian named Nimesh. Their paths cross  and despite of the difference in their temperaments  both are attracted to each other. Both would like to get married  but also realize and stand by their commitment to Jaya and Nimesh. Will they marry the partners intended for them  and thus regret this meeting for the rest of their lives?,Two young Indians  a male named Jatin  and a woman named Karishma  meet on an airplane  who is on it's way to India. Jatin is returning home to get married to a woman named Jaya  who has ...                    ,,Fardeen Khan|Amrita Arora|Satish Shah|Tiku Talsania|Nasirr Khan|Govind Namdeo|Shama Deshpande|Beena Banerjee|Ketki Dave|Avtar Gill|Shehzad Khan|Shashi Kiran|Ram Mohan|Razak Khan|,,1 May 2002 (Kuwait)
Maa Tujhhe Salaam (2002 film),tt0307116,,https://en.wikipedia.org/wiki/Maa_Tujhhe_Salaam_(film),Maa Tujhhe Salaam,Maa Tujhhe Salaam,0,2002,162,Action|Drama,3.4,1066,Major Pratab Singh works in the Indian army and he and his battalion has been assigned duty near the Indo-Pakistan border. There duty mainly consists of eliminating any terrorists trying to cross the Indian border. A Pakistan leader Gul Mustan and well known Lala is plotting to liberate Kashmir from India so that they can take control in there own way but things does not go accordingly as one loyalist of Lala; Albaksh begins to leak important information about there plans to the Indian army. And thus there begins a saga of combat between the army and the terrorists leaving many casualties on both sides.,Major Pratab Singh works in the Indian army and he and his battalion has been assigned duty near the Indo-Pakistan border. There duty mainly consists of eliminating any terrorists trying to...                    ,,Sunny Deol|Tabu|Arbaaz Khan|Tinnu Verma|Sudesh Berry|Malaika Arora|,,25 January 2002 (India)
Maine Dil Tujhko Diya,tt0326600,https://upload.wikimedia.org/wikipedia/en/thumb/8/82/Maine_Dil_Tujhko_Diya.jpg/220px-Maine_Dil_Tujhko_Diya.jpg,https://en.wikipedia.org/wiki/Maine_Dil_Tujhko_Diya,Maine Dil Tujhko Diya,Maine Dil Tujhko Diya,0,2002,154,Action|Romance,3.8,1013,A prominent and very wealthy businessman named Mr. Varma lives a middle class life with his two daughters. The eldest one named Ayesha Verma is expected to marry Varma's friend and right-hand named Mr. Chopra's son  Raman. Soon after Ayesha started to go to college and is attracted to Ajay. The two lovers spend beautiful moments together in college and elsewhere  one day Raman spot Ayesha and Ajay together at a rose day party and is jealous and so he complaints to Mr. Varma thereafter Mr. Varma decides to tests Ajay and see if he is ready to become his future son-in-law. But Ajay proves to be hot headed and so he and Mr. Varma became sworn enemies and he asks Ajay to move away from his daughter's life but Ajay does not obey and continues to reach Ayesha  Varma contact a notorious underworld Don  named Bhai-Jaan and Ajay is told that after the 30 days of Ramadan  he is suppose to meet a violent death  and so Ajay is badly beaten up by his goons and is left virtually for dead on the ...,In order to win his love back  a rebellious youth accepts a deadly challenge from her father with several hurdles.,,Sohail Khan|Sameera Reddy|Sanjay Dutt|Kabir Bedi|Dalip Tahil|Amrita Prakash|Rajpal Yadav|Sarfaraz Khan|,,23 August 2002 (India)
Makdee,tt0341455,https://upload.wikimedia.org/wikipedia/en/thumb/3/3a/Makdee_poster.jpg/220px-Makdee_poster.jpg,https://en.wikipedia.org/wiki/Makdee,The Web of the Witch,Makdee,0,2002,90,Fantasy,7.4,1517,In a small North Indian village  Legend has it that a 100 years-old witch lives in an abandoned mansion on the village outskirts  and any person who goes inside is turned into an animal. In the same village a clever  naughty girl named Chunni (Shweta Prasad) lives with her widowed father  grandmother and her identical twin Munni  who is just the exact opposite of Chunni in mannerisms. But one day  Chunni's prank causes Munni enters the witch's mansion and the witch turns her into a hen. Chunni strikes a deal with Makdee (Shabana Azmi) that she will present Makdee with 100 hens in exchange for Munni in human form. How she manages this task forms the crux of the rest of this fun-filled children's movie.,In a small North Indian village  Legend has it that a 100 years-old witch lives in an abandoned mansion on the village outskirts  and any person who goes inside is turned into an animal. In...                    ,,Shabana Azmi|Shweta Basu Prasad|Makrand Deshpande|Aalaap Majgavkar|Mohini Mathur|Farooq Sarkari|Suhaas Joshi|Amitabh Ghosh|Pappu|Suruchi Kaloti|Sharmishta|Desh Deepak|Shailendra|Vipin Bhai|,1 win & 4 nominations,22 November 2002 (India)
Hathyar (2002 film),tt0337633,https://upload.wikimedia.org/wikipedia/en/thumb/2/27/Hathyar.jpg/190px-Hathyar.jpg,https://en.wikipedia.org/wiki/Hathyar_(2002_film),Hathyar: Face to Face with Reality,Hathyar: Face to Face with Reality,0,2002,140,Action|Crime|Drama,5.7,555,"This is the story of the Shivalkar family. Stigmatized as a family of criminals  thugs  and gangleaders  each generation is subjected to the same oppression and the vicious circles created partly by themselves  and by the surrounding communities  including the police  politicians  and people in general. These are the circumstances under which Rohit Shivalkar (Sanjay Dutt) grows up under. Nicknamed ""Boxer Bhai"" by his friends as he excelled in boxing in his college days  Rohit grows up to be perhaps the most powerful of the Shivlkars. His reach is beyong the state's chief ministers  the police commissioners  and an election cannot take place before a deal is made with Boxer Bhai. Rohit has weaknesses  he cannot stand any woman being called a prostitute  because his mom  Sonu (Namrata Shirodkar) was one; and he has fallen hard for a married woman  Gauri (Shilpa Shetty)  who is enduring a marriage with a phsycially abusive spouse. Rohit snatches her out of this abusive relationshisp and ...",Following his father's footsteps  a man grows up to be a dreaded gangster  facing professional and personal trauma in his life.,Face to face with reality,Sanjay Dutt|Shilpa Shetty Kundra|Sharad S. Kapoor|Shakti Kapoor|Sachin Khedekar|Gulshan Grover|Shivaji Satam|Deepak Tijori|Reema Lagoo|Pramod Moutho|Inder Kumar|Harsh Chhaya|Anup Soni|Pankaj Berry|,,18 October 2002 (India)
War and Peace (2002 film),tt0311356,,https://en.wikipedia.org/wiki/Jang_Aur_Aman,War and Peace,Jang Aur Aman,0,2002,148,Documentary|War,8.3,113,,Add a Plot »,,,3 wins,25 June 2003 (USA)
Maseeha,tt0341458,,https://en.wikipedia.org/wiki/Maseeha,Maseeha,Maseeha,0,2002,117,Action|Crime|Drama,4.1,62,When anarchy prevails and the screams of the downtrodden become lifeless  a saviour is born to eliminate the tyrants and put an end to their immoral activities. Surajbhan (Mukesh Rishi) is the name of one such despot and Shantinagar is the base of his illegal activities. D.C.P. Shrivastav (Mohan Joshi) and Inspector Thapar (Shiva) are hand-in-glove with him. Krishna (Sunil Shetty) is a victim of Surajbhan's atrocities and has returned from jail after serving a sentence. He learns of Surajbhan's renewed reign of terror and the growth of his illegal activities. How Krishna frees Shantinagar from the clutches of Surajbhan  forms the crux of the film.,When anarchy prevails and the screams of the downtrodden become lifeless  a saviour is born to eliminate the tyrants and put an end to their immoral activities. Surajbhan (Mukesh Rishi) is ...                    ,,Sunil Shetty|Namrata Shirodkar|Inder Kumar|Manek Bedi|Rajpal Yadav|Shiva Rindani|Mohan Joshi|Mukesh Rishi|Tiku Talsania|Beena Banerjee|Shama Deshpande|Brijesh Tiwari|Ishrat Ali|Anil Nagrath|,,2 December 2002 (India)
Mere Yaar Ki Shaadi Hai,tt0322653,https://upload.wikimedia.org/wikipedia/en/thumb/0/06/Mere_Yaar_Ki_Shaadi_Hai_poster.jpg/220px-Mere_Yaar_Ki_Shaadi_Hai_poster.jpg,https://en.wikipedia.org/wiki/Mere_Yaar_Ki_Shaadi_Hai,Mere Yaar Ki Shaadi Hai,Mere Yaar Ki Shaadi Hai,0,2002,158,Comedy|Drama|Romance,5.3,1960,Love hits people in all sorts of ways. To Sanjay (Uday Chopra) however  love hit him like a ton of bricks. Sanjay is the dithering Casanova  constantly bungling up his romantic liaisons  till one day the phone rings. Anjali (Sanjana) his childhood friend is getting married. It's now that the bricks fall on him. Observing Sanjay's reaction to this news and hearing him talk of Anjali  his flat mate Ria (Bipasha Basu) concludes that Sanjay is in love with her. Sanjay wakes up to this truth  reluctantly but surely and sets off on a noble mission - to break the wedding. He is overjoyed to be reunited with Anjali - till he meets the groom to be - handsome  charismatic  every girl's dream guy  Rohit (Jimmy Shergill). Nevertheless  Sanjay's love for Anjali compels him to take on the world and he sets off on his crusade of poisoning the family's mind against Rohit. It's all about a clash between the good and the not-so-good.,Sanjay wakes up to the truth that he loves his best friend Sanjana reluctantly but surely and sets off on a noble mission - to break her wedding.,Get ready for the shaadi of the year (yaar)!,Uday Chopra|Jimmy Sheirgill|Bipasha Basu|Tanaaz Currim Irani|Shamita Shetty|Alok Nath|Resham Seth|Nina Kulkarni|Sheela Sharma|Deven Verma|Bindu|Mehul Buch|Saurabh Shukla|Tushar Dalvi|,1 nomination,7 June 2002 (India)
Mitr My Friend,tt0292113,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Mitr.jpg/220px-Mitr.jpg,https://en.wikipedia.org/wiki/Mitr_My_Friend,Mitr: My Friend,Mitr: My Friend,0,2002,104,Drama,6.8,240,Chidambaram-based Lakshmi gets married to Prithvi and re-locates to live with him in San Francisco  U.S.A.. Even though he is employed  he makes time for her and they soon become parents of a girl  Divya. Not willing to entrust her to strangers for Day Care nor baby-sitting  she undertakes to look Divya on her own  while Prithvi opens his own business and begins to neglect her. When Divya starts attending high school and befriending males  Lakshmi objects  leading to the former moving out  with Prithvi blaming his wife for these turn of events. It will not be too long before Divya finds out that her mother may be having an affair with their neighbor  Steve; while Lakshmi suspects Prithvi is involved with his employee  Pam.,A lonely and neglected wife seeks e-friendship on the chat room while her rebellious daughter suspects her of having an affair with their neighbor.,,Shobana|Nassar Abdulla|Preeti Vissa|Matt Phillips|Blake Ormsby|Shirley Bennett|Brian G. Linebaugh|Janine Pibal|Michael Bailey|Chandralleman|Sreeninasan|Karthik|Kokila Krishna|Pooja Vir|,1 win,21 February 2002 (India)
